no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
3654,중형 승합,2022-05-01 오전 8:43:00,2022-05-01 오전 8:49:05,2022-05-01 오전 9:03:08,서대문구,연희동,마포구,성산제2동,2022/05/01 8:43,2022/05/01 9:03,20,8,37.57,126.93,37.56,126.9
832,중형승합,2022-05-01 오전 8:43:00,2022-05-01 오전 8:51:57,2022-05-01 오전 9:11:04,동대문구,휘경제1동,종로구,청운효자동,2022/05/01 8:43,2022/05/01 9:11,28,8,37.59,127.06,37.58,126.97
823,중형승합,2022-05-01 오전 8:43:00,2022-05-01 오전 8:43:25,2022-05-01 오전 8:57:55,노원구,하계2동,도봉구,도봉제1동,2022/05/01 8:43,2022/05/01 8:57,14,8,37.63,127.06,37.68,127.04
8082,중형 승합,2022-05-01 오전 8:43:49,2022-05-01 오전 8:52:53,2022-05-01 오전 9:21:21,강남구,세곡동,강동구,고덕제2동,2022/05/01 8:43,2022/05/01 9:21,38,8,37.46,127.1,37.56,127.16
7816,중형승합,2022-05-01 오전 8:44:33,2022-05-01 오전 8:45:50,2022-05-01 오전 9:12:51,성북구,정릉제3동,송파구,문정1동,2022/05/01 8:44,2022/05/01 9:12,28,8,37.6,126.99,37.48,127.12
6770,중형승합,2022-05-01 오전 8:45:00,2022-05-01 오전 8:46:43,2022-05-01 오전 8:50:52,강서구,방화제2동,강서구,방화제3동,2022/05/01 8:45,2022/05/01 8:50,5,8,37.56,126.8,37.57,126.81
8285,중형 승합,2022-05-01 오전 8:45:00,2022-05-01 오전 8:45:53,2022-05-01 오전 8:52:08,관악구,조원동,관악구,조원동,2022/05/01 8:45,2022/05/01 8:52,7,8,37.48,126.9,37.48,126.91
1552,중형 승합,2022-05-01 오전 8:45:46,2022-05-01 오전 8:55:05,2022-05-01 오전 9:18:26,양천구,신정7동,구로구,수궁동,2022/05/01 8:45,2022/05/01 9:18,33,8,37.51,126.86,37.49,126.83
5551,중형승합,2022-05-01 오전 8:46:00,2022-05-01 오전 8:51:55,2022-05-01 오전 9:17:20,강서구,등촌제3동,강남구,청담동,2022/05/01 8:46,2022/05/01 9:17,31,8,37.55,126.84,37.52,127.04
8036,중형 승합,2022-05-01 오전 8:46:00,2022-05-01 오전 8:48:58,2022-05-01 오전 9:02:10,노원구,상계3.4동,서대문구,신촌동,2022/05/01 8:46,2022/05/01 9:02,16,8,37.67,127.08,37.57,126.93
8094,중형 승합,2022-05-01 오전 8:47:00,2022-05-01 오전 8:55:11,2022-05-01 오전 9:32:53,양천구,신월7동,성남시수정구,수진2동,2022/05/01 8:47,2022/05/01 9:32,45,8,37.52,126.83,,
8258,중형승합,2022-05-01 오전 8:48:35,2022-05-01 오전 8:53:23,2022-05-01 오전 9:07:29,강서구,가양제2동,중구,소공동,2022/05/01 8:48,2022/05/01 9:07,19,8,37.56,126.85,37.56,126.97
8146,중형 승합,2022-05-01 오전 8:49:00,2022-05-01 오전 8:52:15,2022-05-01 오전 9:13:16,관악구,신사동,관악구,서원동,2022/05/01 8:49,2022/05/01 9:13,24,8,37.48,126.92,37.48,126.93
8142,중형 승합,2022-05-01 오전 8:49:00,2022-05-01 오전 8:57:07,2022-05-01 오전 9:11:19,중랑구,면목제2동,광진구,중곡제3동,2022/05/01 8:49,2022/05/01 9:11,22,8,37.59,127.07,37.57,127.08
3698,중형 승합,2022-05-01 오전 8:50:00,2022-05-01 오전 8:58:50,2022-05-01 오전 9:28:06,성동구,금호2.3가동,성동구,금호4가동,2022/05/01 8:50,2022/05/01 9:28,38,8,37.55,127.02,37.54,127.02
8259,중형승합,2022-05-01 오전 8:50:00,2022-05-01 오전 8:53:13,2022-05-01 오전 9:02:22,강남구,수서동,구로구,수궁동,2022/05/01 8:50,2022/05/01 9:02,12,8,37.485,127.1,37.49,126.83
1550,중형 승합,2022-05-01 오전 8:51:00,2022-05-01 오전 8:52:40,2022-05-01 오전 9:06:05,강동구,천호제3동,하남시,감북동,2022/05/01 8:51,2022/05/01 9:06,15,8,37.53,127.13,,
5631,중형승합,2022-05-01 오전 8:51:20,2022-05-01 오전 9:00:58,2022-05-01 오전 9:17:20,영등포구,양평제1동,영등포구,여의동,2022/05/01 8:51,2022/05/01 9:17,26,8,37.52,126.88,37.52,126.92
8271,중형 승합,2022-05-01 오전 8:52:00,2022-05-01 오전 9:00:50,2022-05-01 오전 9:26:01,노원구,상계6.7동,노원구,상계6.7동,2022/05/01 8:52,2022/05/01 9:26,34,8,37.65,127.06,37.65,127.06
1373,중형승합,2022-05-01 오전 8:52:24,2022-05-01 오전 9:01:47,2022-05-01 오전 9:17:51,성북구,길음제1동,구로구,오류제1동,2022/05/01 8:52,2022/05/01 9:17,25,8,37.61,127.02,37.49,126.84
3681,중형승합,2022-05-01 오전 8:52:37,2022-05-01 오전 9:02:00,2022-05-01 오전 9:19:15,강서구,가양제2동,강서구,화곡제1동,2022/05/01 8:52,2022/05/01 9:19,27,8,37.56,126.85,37.53,126.84
3645,중형승합,2022-05-01 오전 8:53:00,2022-05-01 오전 9:01:23,2022-05-01 오전 9:18:09,강서구,가양제2동,강서구,화곡제1동,2022/05/01 8:53,2022/05/01 9:18,25,8,37.56,126.85,37.53,126.84
7937,중형승합,2022-05-01 오전 8:54:00,2022-05-01 오전 9:02:18,2022-05-01 오전 9:26:46,노원구,상계2동,강남구,일원본동,2022/05/01 8:54,2022/05/01 9:26,32,8,37.65,127.06,37.48,127.08
7652,중형승합,2022-05-01 오전 8:54:00,2022-05-01 오전 8:57:04,2022-05-01 오전 9:23:05,은평구,진관동,종로구,숭인제2동,2022/05/01 8:54,2022/05/01 9:23,29,8,37.64,126.92,37.57,127.01
8228,중형승합,2022-05-01 오전 8:55:00,2022-05-01 오전 8:56:00,2022-05-01 오전 9:11:24,용산구,보광동,용산구,남영동,2022/05/01 8:55,2022/05/01 9:11,16,8,37.52,127,37.54,126.97
3608,중형 승합,2022-05-01 오전 8:55:00,2022-05-01 오전 9:09:11,2022-05-01 오전 9:21:03,강동구,강일동,성동구,왕십리도선동,2022/05/01 8:55,2022/05/01 9:21,26,8,37.56,127.17,37.57,127.03
6194,중형 승합,2022-05-01 오전 8:55:00,2022-05-01 오전 9:02:00,2022-05-01 오전 9:34:34,강북구,송중동,도봉구,도봉제1동,2022/05/01 8:55,2022/05/01 9:34,39,8,37.61,127.03,37.68,127.04
1528,중형 승합,2022-05-01 오전 8:56:00,2022-05-01 오전 8:59:30,2022-05-01 오전 9:12:24,구로구,수궁동,영등포구,영등포동,2022/05/01 8:56,2022/05/01 9:12,16,8,37.49,126.83,37.52,126.9
7650,중형승합,2022-05-01 오전 8:56:00,2022-05-01 오전 8:57:39,2022-05-01 오전 9:32:49,서대문구,홍제제2동,고양시일산서구,탄현동,2022/05/01 8:56,2022/05/01 9:32,36,8,37.58,126.95,,
9128,중형 승합,2022-05-01 오전 8:57:00,2022-05-01 오전 9:00:08,2022-05-01 오전 9:25:51,은평구,진관동,고양시덕양구,원신동,2022/05/01 8:57,2022/05/01 9:25,28,8,37.64,126.92,,
5665,중형승합,2022-05-01 오전 8:57:41,2022-05-01 오전 9:00:49,2022-05-01 오전 9:11:07,종로구,종로1.2.3.4가동,성동구,금호1가동,2022/05/01 8:57,2022/05/01 9:11,14,8,37.57,127,37.55,127.02
8026,중형 승합,2022-05-01 오전 8:58:00,2022-05-01 오전 9:02:53,2022-05-01 오전 9:25:26,도봉구,창제3동,부천시소사구,송내1동,2022/05/01 8:58,2022/05/01 9:25,27,8,37.63,127.04,,
7910,중형승합,2022-05-01 오전 8:58:30,2022-05-01 오전 9:07:38,2022-05-01 오전 9:34:51,성북구,길음제2동,강서구,등촌제3동,2022/05/01 8:58,2022/05/01 9:34,36,8,37.6,127.02,37.55,126.84
8028,중형 승합,2022-05-01 오전 8:59:00,2022-05-01 오전 9:05:29,2022-05-01 오전 9:19:05,성동구,송정동,강동구,길동,2022/05/01 8:59,2022/05/01 9:19,20,8,37.55,127.07,37.53,127.14
1569,중형 승합,2022-05-01 오전 8:59:54,2022-05-01 오전 9:00:23,2022-05-01 오전 9:22:11,도봉구,방학제1동,구리시,수택1동,2022/05/01 8:59,2022/05/01 9:22,23,8,37.66,127.04,,
6742,중형승합,2022-05-01 오전 9:00:00,2022-05-01 오전 9:00:34,2022-05-01 오전 9:10:55,관악구,청림동,관악구,청룡동,2022/05/01 9:00,2022/05/01 9:10,10,9,37.49,126.96,37.48,126.94
3564,중형 승합,2022-05-01 오전 9:00:00,2022-05-01 오전 9:00:53,2022-05-01 오전 9:20:12,강서구,화곡제3동,고양시일산동구,중산동,2022/05/01 9:00,2022/05/01 9:20,20,9,37.54,126.83,,
5793,중형승합,2022-05-01 오전 9:00:00,2022-05-01 오전 9:02:03,2022-05-01 오전 9:19:33,은평구,불광제1동,종로구,종로1.2.3.4가동,2022/05/01 9:00,2022/05/01 9:19,19,9,37.61,126.93,37.57,126.98
7662,중형승합,2022-05-01 오전 9:00:22,2022-05-01 오전 9:06:19,2022-05-01 오전 9:23:40,강동구,천호제1동,강남구,도곡1동,2022/05/01 9:00,2022/05/01 9:23,23,9,37.54,127.13,37.48,127.04
1880,중형승합,2022-05-01 오전 9:01:00,2022-05-01 오전 9:09:28,2022-05-01 오전 9:35:28,도봉구,창제3동,노원구,월계1동,2022/05/01 9:01,2022/05/01 9:35,34,9,37.63,127.04,37.62,127.05
8285,중형 승합,2022-05-01 오전 9:01:00,2022-05-01 오전 9:01:38,2022-05-01 오전 9:26:45,금천구,시흥제2동,영등포구,여의동,2022/05/01 9:01,2022/05/01 9:26,25,9,37.45,126.92,37.52,126.92
5796,중형승합,2022-05-01 오전 9:02:00,2022-05-01 오전 9:10:30,2022-05-01 오전 9:37:47,도봉구,쌍문제1동,동대문구,휘경제1동,2022/05/01 9:02,2022/05/01 9:37,35,9,37.65,127.02,37.59,127.06
6776,중형승합,2022-05-01 오전 9:02:00,2022-05-01 오전 9:07:32,2022-05-01 오전 9:46:00,서대문구,북가좌제2동,과천시,과천동,2022/05/01 9:02,2022/05/01 9:46,44,9,37.58,126.91,,
8254,중형승합,2022-05-01 오전 9:02:00,2022-05-01 오전 9:14:52,2022-05-01 오전 9:30:49,마포구,성산제2동,마포구,대흥동,2022/05/01 9:02,2022/05/01 9:30,28,9,37.57,126.9,37.54,126.94
8254,중형승합,2022-05-01 오전 9:02:00,2022-05-01 오전 9:14:52,2022-05-01 오전 9:30:49,마포구,성산제2동,마포구,대흥동,2022/05/01 9:02,2022/05/01 9:30,28,9,37.57,126.9,37.54,126.94
9153,중형 승합,2022-05-01 오전 9:02:00,2022-05-01 오전 9:03:06,2022-05-01 오전 9:18:57,강서구,가양제3동,송파구,가락1동,2022/05/01 9:02,2022/05/01 9:18,16,9,37.56,126.86,37.49,127.1
5755,중형승합,2022-05-01 오전 9:02:00,2022-05-01 오전 9:03:33,2022-05-01 오전 9:25:24,강북구,삼각산동,중랑구,상봉제1동,2022/05/01 9:02,2022/05/01 9:25,23,9,37.61,127.01,37.6,127.09
7930,중형승합,2022-05-01 오전 9:03:00,2022-05-01 오전 9:04:25,2022-05-01 오전 9:26:17,강북구,번제3동,성동구,왕십리도선동,2022/05/01 9:03,2022/05/01 9:26,23,9,37.62,127.04,37.57,127.03
7643,중형승합,2022-05-01 오전 9:03:41,2022-05-01 오전 9:07:39,2022-05-01 오전 9:25:31,노원구,하계2동,노원구,상계2동,2022/05/01 9:03,2022/05/01 9:25,22,9,37.63,127.06,37.65,127.06
3694,중형 승합,2022-05-01 오전 9:04:00,2022-05-01 오전 9:05:04,2022-05-01 오전 9:14:17,강서구,가양제2동,고양시덕양구,성사2동,2022/05/01 9:04,2022/05/01 9:14,10,9,37.56,126.85,,
7818,중형승합,2022-05-01 오전 9:04:46,2022-05-01 오전 9:12:47,2022-05-01 오전 9:32:50,노원구,상계10동,송파구,거여1동,2022/05/01 9:04,2022/05/01 9:32,28,9,37.65,127.06,37.49,127.14
3571,중형 승합,2022-05-01 오전 9:05:00,2022-05-01 오전 9:23:18,2022-05-01 오전 9:45:17,금천구,시흥제5동,영등포구,여의동,2022/05/01 9:05,2022/05/01 9:45,40,9,37.45,126.9,37.52,126.92
9148,중형 승합,2022-05-01 오전 9:05:00,2022-05-01 오전 9:13:23,2022-05-01 오전 9:18:54,강동구,강일동,강동구,성내제2동,2022/05/01 9:05,2022/05/01 9:18,13,9,37.56,127.17,37.53,127.12
830,중형승합,2022-05-01 오전 9:05:02,2022-05-01 오전 9:07:12,2022-05-01 오전 9:24:03,중랑구,신내1동,노원구,월계1동,2022/05/01 9:05,2022/05/01 9:24,19,9,37.6,127.1,37.62,127.05
7926,중형승합,2022-05-01 오전 9:06:00,2022-05-01 오전 9:09:20,2022-05-01 오전 9:23:29,중랑구,면목본동,성북구,장위제2동,2022/05/01 9:06,2022/05/01 9:23,17,9,37.58,127.08,37.61,127.05
7926,중형승합,2022-05-01 오전 9:06:00,2022-05-01 오전 9:09:20,2022-05-01 오전 9:23:29,중랑구,면목본동,성북구,장위제2동,2022/05/01 9:06,2022/05/01 9:23,17,9,37.58,127.08,37.61,127.05
3659,중형 승합,2022-05-01 오전 9:06:46,2022-05-01 오전 9:15:16,2022-05-01 오전 9:30:56,성동구,옥수동,종로구,사직동,2022/05/01 9:06,2022/05/01 9:30,24,9,37.54,127.01,37.57,126.96
4953,중형 승합,2022-05-01 오전 9:07:00,2022-05-01 오전 9:13:36,2022-05-01 오전 9:29:27,송파구,방이1동,동대문구,신설동,2022/05/01 9:07,2022/05/01 9:29,22,9,37.51,127.12,37.57,127.02
7801,중형승합,2022-05-01 오전 9:07:47,2022-05-01 오전 9:16:36,2022-05-01 오전 9:45:13,강서구,가양제2동,강서구,가양제1동,2022/05/01 9:07,2022/05/01 9:45,38,9,37.56,126.85,37.57,126.83
6741,중형승합,2022-05-01 오전 9:08:00,2022-05-01 오전 9:08:41,2022-05-01 오전 9:35:45,강남구,일원2동,성북구,성북동,2022/05/01 9:08,2022/05/01 9:35,27,9,37.49,127.07,37.59,127
8018,중형 승합,2022-05-01 오전 9:08:00,2022-05-01 오전 9:11:58,2022-05-01 오전 9:26:31,서대문구,홍제제3동,은평구,불광제1동,2022/05/01 9:08,2022/05/01 9:26,18,9,37.59,126.95,37.62,126.93
6753,중형승합,2022-05-01 오전 9:08:00,2022-05-01 오전 9:12:55,2022-05-01 오전 9:27:37,노원구,상계1동,동대문구,용두동,2022/05/01 9:08,2022/05/01 9:27,19,9,37.68,127.05,37.57,127.03
4978,중형 승합,2022-05-01 오전 9:08:00,2022-05-01 오전 9:11:50,2022-05-01 오전 9:40:06,강남구,세곡동,강북구,수유제2동,2022/05/01 9:08,2022/05/01 9:40,32,9,37.46,127.1,37.64,127.02
6770,중형승합,2022-05-01 오전 9:08:07,2022-05-01 오전 9:17:41,2022-05-01 오전 9:26:32,강서구,방화제3동,영등포구,여의동,2022/05/01 9:08,2022/05/01 9:26,18,9,37.57,126.81,37.52,126.92
7909,중형승합,2022-05-01 오전 9:08:58,2022-05-01 오전 9:10:15,2022-05-01 오전 9:19:06,양천구,신정4동,양천구,신정4동,2022/05/01 9:08,2022/05/01 9:19,11,9,37.52,126.85,37.52,126.85
823,중형승합,2022-05-01 오전 9:09:00,2022-05-01 오전 9:10:11,2022-05-01 오전 9:28:06,노원구,상계1동,도봉구,방학제1동,2022/05/01 9:09,2022/05/01 9:28,19,9,37.68,127.05,37.66,127.04
8220,중형승합,2022-05-01 오전 9:09:00,2022-05-01 오전 9:14:45,2022-05-01 오전 9:30:15,양천구,신월5동,중랑구,묵제2동,2022/05/01 9:09,2022/05/01 9:30,21,9,37.53,126.83,37.61,127.07
9161,중형 승합,2022-05-01 오전 9:10:00,2022-05-01 오전 9:24:17,2022-05-01 오전 9:51:30,송파구,마천2동,성동구,왕십리도선동,2022/05/01 9:10,2022/05/01 9:51,41,9,37.49,127.15,37.57,127.03
6388,중형승용,2022-05-01 오전 9:10:15,2022-05-01 오전 9:17:37,2022-05-01 오전 9:42:46,관악구,난곡동,영등포구,여의동,2022/05/01 9:10,2022/05/01 9:42,32,9,37.47,126.92,37.52,126.92
7642,중형승합,2022-05-01 오전 9:10:59,2022-05-01 오전 9:17:18,2022-05-01 오전 9:44:44,강북구,번제3동,강북구,인수동,2022/05/01 9:10,2022/05/01 9:44,34,9,37.62,127.04,37.63,127
8180,중형 승합,2022-05-01 오전 9:11:00,2022-05-01 오전 9:14:07,2022-05-01 오전 9:41:34,구로구,구로제2동,서초구,내곡동,2022/05/01 9:11,2022/05/01 9:41,30,9,37.5,126.87,37.46,127.08
3642,중형 승합,2022-05-01 오전 9:12:00,2022-05-01 오전 9:26:28,2022-05-01 오전 9:45:53,관악구,미성동,중구,신당제2동,2022/05/01 9:12,2022/05/01 9:45,33,9,37.47,126.91,37.56,127.01
3710,중형승합,2022-05-01 오전 9:12:00,2022-05-01 오전 9:16:56,2022-05-01 오전 9:35:48,관악구,난향동,영등포구,영등포동,2022/05/01 9:12,2022/05/01 9:35,23,9,37.46,126.92,37.52,126.9
7548,중형승합,2022-05-01 오전 9:12:22,2022-05-01 오전 9:13:50,2022-05-01 오전 9:34:57,관악구,청룡동,관악구,청룡동,2022/05/01 9:12,2022/05/01 9:34,22,9,37.48,126.94,37.48,126.94
1568,중형 승합,2022-05-01 오전 9:13:01,2022-05-01 오전 9:14:45,2022-05-01 오전 9:24:42,강동구,천호제3동,광진구,광장동,2022/05/01 9:13,2022/05/01 9:24,11,9,37.53,127.13,37.55,127.1
5721,중형승합,2022-05-01 오전 9:14:00,2022-05-01 오전 9:16:37,2022-05-01 오전 9:36:03,종로구,평창동,종로구,부암동,2022/05/01 9:14,2022/05/01 9:36,22,9,37.6,126.97,37.59,126.96
8206,중형승합,2022-05-01 오전 9:14:38,2022-05-01 오전 9:21:17,2022-05-01 오전 9:49:14,강서구,화곡제6동,영등포구,여의동,2022/05/01 9:14,2022/05/01 9:49,35,9,37.55,126.85,37.52,126.92
7630,중형승합,2022-05-01 오전 9:15:00,2022-05-01 오전 9:17:14,2022-05-01 오전 9:38:21,강서구,가양제2동,강서구,화곡제6동,2022/05/01 9:15,2022/05/01 9:38,23,9,37.56,126.85,37.55,126.85
7645,중형승합,2022-05-01 오전 9:15:00,2022-05-01 오전 9:23:19,2022-05-01 오전 9:54:11,노원구,중계4동,종로구,청운효자동,2022/05/01 9:15,2022/05/01 9:54,39,9,37.66,127.07,37.58,126.97
8029,중형 승합,2022-05-01 오전 9:15:00,2022-05-01 오전 9:17:21,2022-05-01 오전 9:37:30,강서구,가양제3동,영등포구,여의동,2022/05/01 9:15,2022/05/01 9:37,22,9,37.56,126.86,37.52,126.92
8214,중형승합,2022-05-01 오전 9:15:00,2022-05-01 오전 9:21:36,2022-05-01 오전 9:45:00,송파구,방이2동,송파구,잠실6동,2022/05/01 9:15,2022/05/01 9:45,30,9,37.51,127.11,37.51,127.1
4154,중형승합,2022-05-01 오전 9:16:00,2022-05-01 오전 9:17:15,2022-05-01 오전 9:39:42,동작구,대방동,관악구,신사동,2022/05/01 9:16,2022/05/01 9:39,23,9,37.51,126.92,37.48,126.92
3627,중형승합,2022-05-01 오전 9:16:00,2022-05-01 오전 9:20:14,2022-05-01 오전 9:38:51,동작구,노량진제2동,영등포구,신길제3동,2022/05/01 9:16,2022/05/01 9:38,22,9,37.51,126.94,37.5,126.9
6780,중형승합,2022-05-02 오전 12:22:40,2022-05-02 오전 12:28:28,2022-05-02 오전 12:39:19,영등포구,여의동,용산구,청파동,2022/05/02 0:22,2022/05/02 0:39,17,0,37.52,126.92,37.54,126.96
3640,중형 승합,2022-05-02 오전 12:31:21,2022-05-02 오전 12:38:06,2022-05-02 오전 12:57:45,마포구,대흥동,서대문구,홍제제2동,2022/05/02 0:31,2022/05/02 0:57,26,0,37.55,126.94,37.58,126.95
5753,중형승합,2022-05-02 오전 12:33:00,2022-05-02 오전 1:02:56,2022-05-02 오전 1:08:51,용산구,이태원제1동,성동구,왕십리제2동,2022/05/02 0:33,2022/05/02 1:08,35,0,37.53,127,37.56,127.02
8241,중형승합,2022-05-02 오전 12:47:26,2022-05-02 오전 1:01:38,2022-05-02 오전 1:26:47,동작구,상도제1동,광진구,중곡제1동,2022/05/02 0:47,2022/05/02 1:26,39,0,37.5,126.95,37.56,127.07
7632,중형승합,2022-05-02 오전 1:08:00,2022-05-02 오전 1:53:24,2022-05-02 오전 2:10:31,종로구,이화동,광진구,중곡제3동,2022/05/02 1:08,2022/05/02 2:10,62,1,37.58,127,37.57,127.08
4164,중형승합,2022-05-02 오전 1:25:00,2022-05-02 오전 1:30:17,2022-05-02 오전 1:40:50,노원구,상계9동,노원구,중계2.3동,2022/05/02 1:25,2022/05/02 1:40,15,1,37.66,127.06,37.64,127.07
7659,중형승합,2022-05-02 오전 2:53:00,2022-05-02 오전 3:01:26,2022-05-02 오전 3:17:20,관악구,행운동,서대문구,충현동,2022/05/02 2:53,2022/05/02 3:17,24,2,37.48,126.95,37.56,126.96
3689,중형 승합,2022-05-02 오전 2:59:33,2022-05-02 오전 3:04:12,2022-05-02 오전 3:18:03,도봉구,창제5동,노원구,상계6.7동,2022/05/02 2:59,2022/05/02 3:18,19,2,37.65,127.04,37.65,127.06
4984,중형 승합,2022-05-02 오전 3:02:00,2022-05-02 오전 3:10:21,2022-05-02 오전 3:34:33,금천구,시흥제2동,중구,광희동,2022/05/02 3:02,2022/05/02 3:34,32,3,37.45,126.92,37.58,126.99
801,중형승합,2022-05-02 오전 3:24:55,2022-05-02 오전 3:32:21,2022-05-02 오전 3:56:37,도봉구,도봉제2동,서대문구,홍제제2동,2022/05/02 3:24,2022/05/02 3:56,32,3,37.68,127.05,37.58,126.95
8049,중형 승합,2022-05-02 오전 3:41:00,2022-05-02 오전 3:46:08,2022-05-02 오전 4:09:41,노원구,중계4동,광진구,화양동,2022/05/02 3:41,2022/05/02 4:09,28,3,37.66,127.07,37.54,127.07
8267,중형승합,2022-05-02 오전 4:00:00,2022-05-02 오전 4:03:40,2022-05-02 오전 4:22:34,동작구,대방동,영등포구,여의동,2022/05/02 4:00,2022/05/02 4:22,22,4,37.51,126.92,37.52,126.92
8270,중형승합,2022-05-02 오전 4:11:00,2022-05-02 오전 4:21:28,2022-05-02 오전 4:47:28,관악구,삼성동,관악구,신림동,2022/05/02 4:11,2022/05/02 4:47,36,4,37.47,126.93,37.48,126.92
7633,중형승합,2022-05-02 오전 4:19:00,2022-05-02 오전 4:29:03,2022-05-02 오전 5:02:48,강남구,수서동,성동구,왕십리도선동,2022/05/02 4:19,2022/05/02 5:02,43,4,37.485,127.1,37.57,127.03
3689,중형 승합,2022-05-02 오전 4:31:12,2022-05-02 오전 4:33:30,2022-05-02 오전 4:42:13,노원구,하계1동,도봉구,방학제1동,2022/05/02 4:31,2022/05/02 4:42,11,4,37.64,127.07,37.66,127.04
7632,중형승합,2022-05-02 오전 4:33:00,2022-05-02 오전 4:40:06,2022-05-02 오전 4:55:12,성동구,금호1가동,중랑구,면목제3.8동,2022/05/02 4:33,2022/05/02 4:55,22,4,37.56,127.02,37.58,127.1
7659,중형승합,2022-05-02 오전 4:40:00,2022-05-02 오전 4:18:15,2022-05-02 오전 4:50:25,양천구,신월3동,구로구,신도림동,2022/05/02 4:40,2022/05/02 4:50,10,4,37.53,126.82,37.5,126.88
5750,중형승합,2022-05-02 오전 4:43:00,2022-05-02 오전 4:49:43,2022-05-02 오전 5:17:29,강서구,발산제1동,강서구,등촌제3동,2022/05/02 4:43,2022/05/02 5:17,34,4,37.55,126.83,37.55,126.84
4976,중형 승합,2022-05-02 오전 4:44:10,2022-05-02 오전 4:46:15,2022-05-02 오전 5:05:51,동대문구,이문제3동,송파구,오금동,2022/05/02 4:44,2022/05/02 5:05,21,4,37.6,127.07,37.5,127.13
5753,중형승합,2022-05-02 오전 4:50:00,2022-05-02 오전 4:53:21,2022-05-02 오전 5:13:22,동작구,상도제3동,동작구,신대방제2동,2022/05/02 4:50,2022/05/02 5:13,23,4,37.5,126.93,37.49,126.92
6780,중형승합,2022-05-02 오전 5:00:00,2022-05-02 오전 4:33:23,2022-05-02 오전 4:59:42,구로구,구로제4동,금천구,시흥제1동,2022/05/02 5:00,2022/05/02 4:59,1,5,37.49,126.89,37.45,126.9
8029,중형 승합,2022-05-02 오전 5:00:00,2022-05-02 오전 4:31:31,2022-05-02 오전 5:24:22,마포구,아현동,서대문구,충현동,2022/05/02 5:00,2022/05/02 5:24,24,5,37.55,126.95,37.56,126.96
8241,중형승합,2022-05-02 오전 5:00:00,2022-05-02 오전 4:24:43,2022-05-02 오전 5:01:46,양천구,신정7동,영등포구,양평제2동,2022/05/02 5:00,2022/05/02 5:01,1,5,37.51,126.86,37.53,126.89
813,중형승합,2022-05-02 오전 5:00:00,2022-05-02 오전 4:25:01,2022-05-02 오전 5:12:21,은평구,수색동,송파구,가락1동,2022/05/02 5:00,2022/05/02 5:12,12,5,37.59,126.89,37.49,127.1
7659,중형승합,2022-05-02 오전 5:05:21,2022-05-02 오전 5:06:34,2022-05-02 오전 5:20:14,금천구,독산제1동,금천구,가산동,2022/05/02 5:05,2022/05/02 5:20,15,5,37.47,126.9,37.47,126.89
8085,중형 승합,2022-05-02 오전 5:20:00,2022-05-02 오전 4:56:19,2022-05-02 오전 5:23:44,중랑구,망우본동,중랑구,면목제3.8동,2022/05/02 5:20,2022/05/02 5:23,3,5,37.6,127.1,37.58,127.1
5750,중형승합,2022-05-02 오전 5:30:00,2022-05-02 오전 5:35:02,2022-05-02 오전 6:00:27,서대문구,신촌동,양천구,목5동,2022/05/02 5:30,2022/05/02 6:00,30,5,37.56,126.94,37.53,126.88
4164,중형승합,2022-05-02 오전 5:30:00,2022-05-02 오전 5:02:18,2022-05-02 오전 5:23:38,노원구,월계2동,성북구,안암동,2022/05/02 5:30,2022/05/02 5:23,7,5,37.63,127.05,37.58,127.03
801,중형승합,2022-05-02 오전 5:50:00,2022-05-02 오전 5:13:42,2022-05-02 오전 6:03:50,관악구,청룡동,관악구,보라매동,2022/05/02 5:50,2022/05/02 6:03,13,5,37.48,126.94,37.49,126.93
7957,중형승용,2022-05-02 오전 6:40:05,2022-05-02 오전 6:58:50,2022-05-02 오전 7:17:38,양천구,신월1동,종로구,이화동,2022/05/02 6:40,2022/05/02 7:17,37,6,37.53,126.83,37.58,127
8105,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:45,2022-05-02 오전 7:32:21,송파구,방이2동,광진구,중곡제1동,2022/05/02 7:00,2022/05/02 7:32,32,7,37.51,127.11,37.56,127.07
8153,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:20,2022-05-02 오전 7:13:35,노원구,공릉2동,중랑구,묵제1동,2022/05/02 7:00,2022/05/02 7:13,13,7,37.62,127.08,37.61,127.08
1564,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:03,2022-05-02 오전 7:19:31,금천구,시흥제1동,영등포구,대림제3동,2022/05/02 7:00,2022/05/02 7:19,19,7,37.45,126.9,37.5,126.9
1564,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:43:05,2022-05-02 오전 8:10:06,동작구,상도제1동,마포구,상암동,2022/05/02 7:00,2022/05/02 8:10,70,7,37.5,126.95,37.58,126.89
4154,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:36,2022-05-02 오전 7:31:49,동작구,상도제1동,양천구,신정7동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.5,126.95,37.5,126.86
