,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
1284,7864,중형승합,2022-05-05 오전 5:30:00,2022-05-05 오전 4:59:06,2022-05-05 오전 5:17:34,노원구,월계2동,성북구,안암동,2022/05/05 5:30,2022/05/05 5:17,13,5,37.63,127.05,37.58,127.03
1285,8231,중형승합,2022-05-05 오전 5:35:00,2022-05-05 오전 5:39:43,2022-05-05 오전 5:53:10,서대문구,신촌동,서대문구,신촌동,2022/05/05 5:35,2022/05/05 5:53,18,5,37.56,126.94,37.57,126.93
1286,5783,중형승합,2022-05-05 오전 5:35:52,2022-05-05 오전 5:40:41,2022-05-05 오전 5:58:06,중랑구,망우본동,중랑구,신내1동,2022/05/05 5:35,2022/05/05 5:58,23,5,37.6,127.1,37.61,127.1
1287,8075,중형 승합,2022-05-05 오전 5:40:00,2022-05-05 오전 5:13:33,2022-05-05 오전 5:32:24,강서구,가양제3동,강서구,가양제2동,2022/05/05 5:40,2022/05/05 5:32,8,5,37.56,126.86,37.56,126.85
1288,7663,중형승합,2022-05-05 오전 5:41:00,2022-05-05 오전 5:52:50,2022-05-05 오전 6:29:40,성북구,성북동,용산구,남영동,2022/05/05 5:41,2022/05/05 6:29,48,5,37.59,127,37.54,126.97
1289,7864,중형승합,2022-05-05 오전 5:55:00,2022-05-05 오전 6:01:11,2022-05-05 오전 6:10:50,노원구,중계2.3동,노원구,상계6.7동,2022/05/05 5:55,2022/05/05 6:10,15,5,37.64,127.06,37.65,127.06
1290,8044,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:23,2022-05-05 오전 7:23:50,도봉구,쌍문제4동,도봉구,쌍문제2동,2022/05/05 7:00,2022/05/05 7:23,23,7,37.65,127.03,37.66,127.03
1291,810,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:06:15,2022-05-05 오전 7:15:25,강동구,성내제2동,송파구,풍납2동,2022/05/05 7:00,2022/05/05 7:15,15,7,37.53,127.12,37.53,127.11
1292,810,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:28:40,2022-05-05 오전 7:47:53,강남구,논현2동,강남구,대치1동,2022/05/05 7:00,2022/05/05 7:47,47,7,37.51,127.03,37.49,127.05
1293,7892,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:20,2022-05-05 오전 7:20:56,강북구,수유제2동,강북구,인수동,2022/05/05 7:00,2022/05/05 7:20,20,7,37.64,127.02,37.63,127
1294,3715,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:20,2022-05-05 오전 7:32:47,성동구,마장동,중구,광희동,2022/05/05 7:00,2022/05/05 7:32,32,7,37.56,127.04,37.58,126.99
1295,1559,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:09,2022-05-05 오전 7:13:57,중랑구,면목본동,중랑구,면목제3.8동,2022/05/05 7:00,2022/05/05 7:13,13,7,37.58,127.08,37.58,127.1
1296,5699,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:17,2022-05-05 오전 7:25:32,광진구,중곡제3동,광진구,중곡제1동,2022/05/05 7:00,2022/05/05 7:25,25,7,37.57,127.08,37.56,127.07
1297,8134,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:06:59,2022-05-05 오전 7:15:54,마포구,성산제2동,마포구,서교동,2022/05/05 7:00,2022/05/05 7:15,15,7,37.57,126.9,37.55,126.92
1298,8227,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:59,2022-05-05 오전 7:30:23,노원구,공릉2동,강북구,번제1동,2022/05/05 7:00,2022/05/05 7:30,30,7,37.62,127.08,37.63,127.02
1299,1406,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:41,2022-05-05 오전 7:29:51,구로구,구로제5동,구로구,고척제1동,2022/05/05 7:00,2022/05/05 7:29,29,7,37.5,126.89,37.5,126.86
1300,7884,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:04,2022-05-05 오전 7:22:10,노원구,상계1동,종로구,종로1.2.3.4가동,2022/05/05 7:00,2022/05/05 7:22,22,7,37.68,127.05,37.57,126.98
1301,4194,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:00,2022-05-05 오전 7:21:43,관악구,인헌동,관악구,중앙동,2022/05/05 7:00,2022/05/05 7:21,21,7,37.47,126.96,37.48,126.95
1302,9153,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:38,2022-05-05 오전 7:29:36,강서구,등촌제3동,강서구,가양제1동,2022/05/05 7:00,2022/05/05 7:29,29,7,37.55,126.84,37.57,126.83
1304,8169,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:36:00,2022-05-05 오전 7:49:00,서초구,양재1동,강남구,대치1동,2022/05/05 7:00,2022/05/05 7:49,49,7,37.47,127.02,37.49,127.05
1305,8169,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:36,2022-05-05 오전 7:25:24,강남구,개포4동,강남구,대치1동,2022/05/05 7:00,2022/05/05 7:25,25,7,37.47,127.04,37.49,127.05
1306,5693,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:23,2022-05-05 오전 7:27:43,은평구,구산동,은평구,불광제1동,2022/05/05 7:00,2022/05/05 7:27,27,7,37.61,126.91,37.62,126.93
1307,3608,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:13:44,2022-05-05 오전 7:30:33,송파구,마천2동,송파구,풍납2동,2022/05/05 7:00,2022/05/05 7:30,30,7,37.49,127.15,37.53,127.11
1308,3657,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:28,2022-05-05 오전 7:39:53,중구,신당제3동,동대문구,청량리동,2022/05/05 7:00,2022/05/05 7:39,39,7,37.56,127.01,37.59,127.05
1309,7905,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:12:20,2022-05-05 오전 7:38:15,동대문구,답십리제4동,동대문구,답십리제3동,2022/05/05 7:00,2022/05/05 7:38,38,7,37.57,127.05,37.56,127.06
1310,5756,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:42,2022-05-05 오전 7:12:06,강동구,둔촌제2동,강동구,둔촌제2동,2022/05/05 7:00,2022/05/05 7:12,12,7,37.53,127.14,37.53,127.14
1311,5756,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:18:15,2022-05-05 오전 7:37:34,송파구,마천1동,송파구,가락2동,2022/05/05 7:00,2022/05/05 7:37,37,7,37.49,127.15,37.49,127.13
1312,8262,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:52,2022-05-05 오전 7:24:04,성동구,마장동,중구,신당제3동,2022/05/05 7:00,2022/05/05 7:24,24,7,37.56,127.04,37.56,127.01
1313,8295,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:30,2022-05-05 오전 7:24:06,동대문구,청량리동,동대문구,청량리동,2022/05/05 7:00,2022/05/05 7:24,24,7,37.59,127.04,37.59,127.05
1315,3585,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:10,2022-05-05 오전 7:26:20,영등포구,신길제3동,영등포구,신길제1동,2022/05/05 7:00,2022/05/05 7:26,26,7,37.5,126.9,37.51,126.91
1316,3617,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:02,2022-05-05 오전 7:22:51,노원구,상계1동,서대문구,신촌동,2022/05/05 7:00,2022/05/05 7:22,22,7,37.68,127.05,37.57,126.93
1317,8143,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:43,2022-05-05 오전 7:24:43,관악구,행운동,서초구,방배1동,2022/05/05 7:00,2022/05/05 7:24,24,7,37.48,126.95,37.48,127
1318,3627,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:21,2022-05-05 오전 7:18:52,관악구,난곡동,영등포구,대림제1동,2022/05/05 7:00,2022/05/05 7:18,18,7,37.47,126.92,37.49,126.9
1319,8011,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:06:41,2022-05-05 오전 7:26:18,송파구,장지동,강남구,일원1동,2022/05/05 7:00,2022/05/05 7:26,26,7,37.48,127.13,37.49,127.09
1320,8107,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:54,2022-05-05 오전 7:12:36,노원구,하계2동,노원구,월계1동,2022/05/05 7:00,2022/05/05 7:12,12,7,37.63,127.06,37.62,127.05
1321,5661,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:06,2022-05-05 오전 7:17:07,은평구,응암제1동,서대문구,신촌동,2022/05/05 7:00,2022/05/05 7:17,17,7,37.6,126.92,37.57,126.93
1322,8263,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:48,2022-05-05 오전 7:15:42,중랑구,면목제4동,중랑구,면목제3.8동,2022/05/05 7:00,2022/05/05 7:15,15,7,37.57,127.08,37.58,127.1
1323,3598,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:01:49,2022-05-05 오전 7:19:52,동작구,상도제2동,관악구,서원동,2022/05/05 7:00,2022/05/05 7:19,19,7,37.51,126.94,37.48,126.93
1324,3612,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:02,2022-05-05 오전 7:17:54,노원구,하계1동,강동구,천호제2동,2022/05/05 7:00,2022/05/05 7:17,17,7,37.64,127.07,37.54,127.12
1325,7638,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:47,2022-05-05 오전 7:19:49,송파구,가락본동,송파구,풍납2동,2022/05/05 7:00,2022/05/05 7:19,19,7,37.49,127.12,37.53,127.11
1326,8239,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:10,2022-05-05 오전 7:24:58,광진구,중곡제4동,광진구,자양제1동,2022/05/05 7:00,2022/05/05 7:24,24,7,37.56,127.09,37.53,127.08
1327,7821,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:48,2022-05-05 오전 7:15:30,영등포구,양평제1동,영등포구,영등포동,2022/05/05 7:00,2022/05/05 7:15,15,7,37.52,126.88,37.52,126.9
1328,820,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:08,2022-05-05 오전 7:16:14,중랑구,신내2동,중랑구,신내1동,2022/05/05 7:00,2022/05/05 7:16,16,7,37.61,127.09,37.61,127.1
1329,7524,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:02:17,2022-05-05 오전 7:14:12,종로구,가회동,종로구,혜화동,2022/05/05 7:00,2022/05/05 7:14,14,7,37.58,126.98,37.58,126.99
1330,8035,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:29,2022-05-05 오전 7:22:33,영등포구,영등포본동,구로구,구로제2동,2022/05/05 7:00,2022/05/05 7:22,22,7,37.51,126.9,37.5,126.87
1331,811,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:33,2022-05-05 오전 7:27:45,도봉구,방학제2동,동대문구,장안제2동,2022/05/05 7:00,2022/05/05 7:27,27,7,37.67,127.03,37.58,127.07
1332,8141,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:42,2022-05-05 오전 7:17:45,마포구,용강동,성북구,성북동,2022/05/05 7:00,2022/05/05 7:17,17,7,37.54,126.94,37.59,127
1333,3570,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:01,2022-05-05 오전 7:13:28,강서구,방화제2동,강서구,발산제1동,2022/05/05 7:00,2022/05/05 7:13,13,7,37.56,126.8,37.55,126.83
1334,3570,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:29:41,2022-05-05 오전 7:43:41,강서구,가양제1동,서대문구,신촌동,2022/05/05 7:00,2022/05/05 7:43,43,7,37.57,126.84,37.57,126.93
1335,4784,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:26,2022-05-05 오전 7:27:05,서대문구,연희동,서대문구,홍은제2동,2022/05/05 7:00,2022/05/05 7:27,27,7,37.57,126.93,37.59,126.93
1336,6773,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:04,2022-05-05 오전 7:16:40,마포구,공덕동,중구,소공동,2022/05/05 7:00,2022/05/05 7:16,16,7,37.55,126.96,37.56,126.97
1337,6773,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:24:38,2022-05-05 오전 7:42:02,서대문구,홍은제1동,서대문구,홍제제1동,2022/05/05 7:00,2022/05/05 7:42,42,7,37.6,126.95,37.58,126.94
1338,7600,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:31,2022-05-05 오전 7:23:55,강서구,방화제3동,강서구,화곡제6동,2022/05/05 7:00,2022/05/05 7:23,23,7,37.57,126.81,37.55,126.85
1339,7904,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:14,2022-05-05 오전 7:27:17,노원구,중계2.3동,노원구,월계1동,2022/05/05 7:00,2022/05/05 7:27,27,7,37.64,127.06,37.62,127.05
1341,4874,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:17,2022-05-05 오전 7:21:50,구로구,오류제1동,구로구,고척제1동,2022/05/05 7:00,2022/05/05 7:21,21,7,37.49,126.84,37.5,126.86
1342,6770,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:38:31,2022-05-05 오전 7:52:25,강서구,가양제3동,강서구,등촌제3동,2022/05/05 7:00,2022/05/05 7:52,52,7,37.56,126.86,37.55,126.84
1343,6770,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:15,2022-05-05 오전 7:26:22,강서구,가양제1동,강서구,가양제1동,2022/05/05 7:00,2022/05/05 7:26,26,7,37.57,126.84,37.57,126.83
1344,6388,중형승용,2022-05-05 오전 7:00:28,2022-05-05 오전 7:02:10,2022-05-05 오전 7:17:02,금천구,독산제1동,관악구,조원동,2022/05/05 7:00,2022/05/05 7:17,17,7,37.47,126.9,37.48,126.91
1345,1653,중형승합,2022-05-05 오전 7:03:00,2022-05-05 오전 7:11:15,2022-05-05 오전 7:34:07,중랑구,신내2동,노원구,중계2.3동,2022/05/05 7:03,2022/05/05 7:34,31,7,37.61,127.09,37.64,127.07
1346,8107,중형승합,2022-05-05 오전 7:03:01,2022-05-05 오전 7:20:09,2022-05-05 오전 7:24:42,노원구,월계1동,노원구,상계6.7동,2022/05/05 7:03,2022/05/05 7:24,21,7,37.62,127.06,37.65,127.06
1347,7892,중형승합,2022-05-05 오전 7:10:00,2022-05-05 오전 7:27:59,2022-05-05 오전 7:40:24,강북구,삼각산동,성북구,안암동,2022/05/05 7:10,2022/05/05 7:40,30,7,37.61,127.01,37.58,127.03
1350,8295,중형 승합,2022-05-05 오전 7:12:00,2022-05-05 오전 7:34:51,2022-05-05 오전 7:51:49,중구,신당제3동,종로구,창신제1동,2022/05/05 7:12,2022/05/05 7:51,39,7,37.56,127.01,37.57,127.01
1351,810,중형승합,2022-05-05 오전 7:12:00,2022-05-05 오전 8:00:02,2022-05-05 오전 8:20:12,서초구,서초4동,강남구,역삼1동,2022/05/05 7:12,2022/05/05 8:20,68,7,37.5,127.01,37.5,127.03
1352,4194,중형승합,2022-05-05 오전 7:12:37,2022-05-05 오전 7:32:01,2022-05-05 오전 7:52:22,관악구,난곡동,영등포구,여의동,2022/05/05 7:12,2022/05/05 7:52,40,7,37.47,126.92,37.52,126.92
1353,820,중형승합,2022-05-05 오전 7:15:00,2022-05-05 오전 7:22:57,2022-05-05 오전 7:30:48,중랑구,망우본동,광진구,중곡제2동,2022/05/05 7:15,2022/05/05 7:30,15,7,37.6,127.1,37.56,127.08
1354,7600,중형승합,2022-05-05 오전 7:16:00,2022-05-05 오전 7:56:38,2022-05-05 오전 8:17:33,강서구,방화제2동,서대문구,신촌동,2022/05/05 7:16,2022/05/05 8:17,61,7,37.56,126.8,37.57,126.93
1355,8134,중형 승합,2022-05-05 오전 7:20:00,2022-05-05 오전 7:35:42,2022-05-05 오전 7:53:07,마포구,연남동,서대문구,남가좌제1동,2022/05/05 7:20,2022/05/05 7:53,33,7,37.56,126.92,37.57,126.91
1356,8044,중형 승합,2022-05-05 오전 7:20:00,2022-05-05 오전 7:32:05,2022-05-05 오전 7:46:26,강북구,번제3동,동대문구,장안제1동,2022/05/05 7:20,2022/05/05 7:46,26,7,37.62,127.04,37.56,127.06
1357,8107,중형승합,2022-05-05 오전 7:26:00,2022-05-05 오전 7:34:36,2022-05-05 오전 7:50:51,노원구,하계1동,동대문구,답십리제3동,2022/05/05 7:26,2022/05/05 7:50,24,7,37.64,127.07,37.56,127.06
1358,8263,중형승합,2022-05-05 오전 7:26:00,2022-05-05 오전 7:27:30,2022-05-05 오전 7:39:03,중랑구,상봉제1동,강서구,방화제1동,2022/05/05 7:26,2022/05/05 7:39,13,7,37.6,127.08,37.57,126.81
1359,5693,중형승합,2022-05-05 오전 7:28:00,2022-05-05 오전 7:36:13,2022-05-05 오전 7:52:25,은평구,불광제1동,은평구,불광제1동,2022/05/05 7:28,2022/05/05 7:52,24,7,37.61,126.93,37.62,126.93
1361,5661,중형승합,2022-05-05 오전 7:30:00,2022-05-05 오전 7:37:05,2022-05-05 오전 7:47:50,서대문구,천연동,서대문구,신촌동,2022/05/05 7:30,2022/05/05 7:47,17,7,37.57,126.96,37.57,126.93
1362,4784,중형 승합,2022-05-05 오전 7:31:00,2022-05-05 오전 7:39:44,2022-05-05 오전 7:56:35,은평구,역촌동,중구,명동,2022/05/05 7:31,2022/05/05 7:56,25,7,37.6,126.91,37.56,126.98
1363,1559,중형 승합,2022-05-05 오전 7:35:00,2022-05-05 오전 7:41:18,2022-05-05 오전 7:54:12,중랑구,면목제3.8동,서초구,내곡동,2022/05/05 7:35,2022/05/05 7:54,19,7,37.58,127.09,37.46,127.08
1365,5699,중형승합,2022-05-05 오전 7:41:45,2022-05-05 오전 7:44:36,2022-05-05 오전 7:59:21,강북구,번제3동,중랑구,망우본동,2022/05/05 7:41,2022/05/05 7:59,18,7,37.62,127.04,37.6,127.1
1367,8239,중형승합,2022-05-05 오전 7:42:41,2022-05-05 오전 7:45:16,2022-05-05 오전 7:57:52,동대문구,장안제3동,강남구,수서동,2022/05/05 7:42,2022/05/05 7:57,15,7,37.57,127.06,37.48,127.1
1369,1406,중형승합,2022-05-05 오전 7:46:44,2022-05-05 오전 7:53:54,2022-05-05 오전 8:15:58,양천구,신정7동,구로구,구로제2동,2022/05/05 7:46,2022/05/05 8:15,29,7,37.51,126.86,37.5,126.87
1370,8204,중형승합,2022-05-05 오전 7:48:00,2022-05-05 오전 8:08:39,2022-05-05 오전 8:18:27,강서구,방화제2동,강서구,방화제3동,2022/05/05 7:48,2022/05/05 8:18,30,7,37.56,126.8,37.57,126.81
1371,5756,중형승합,2022-05-05 오전 7:48:00,2022-05-05 오전 7:53:10,2022-05-05 오전 8:22:20,송파구,마천1동,송파구,풍납2동,2022/05/05 7:48,2022/05/05 8:22,34,7,37.49,127.15,37.53,127.11
1372,3563,중형 승합,2022-05-05 오전 7:49:00,2022-05-05 오전 8:10:51,2022-05-05 오전 8:32:09,강서구,발산제1동,용산구,남영동,2022/05/05 7:49,2022/05/05 8:32,43,7,37.55,126.83,37.54,126.97
1373,1653,중형승합,2022-05-05 오전 7:52:34,2022-05-05 오전 8:00:50,2022-05-05 오전 8:14:32,노원구,상계9동,용산구,서빙고동,2022/05/05 7:52,2022/05/05 8:14,22,7,37.66,127.06,37.52,126.98
1374,7638,중형승합,2022-05-05 오전 7:52:37,2022-05-05 오전 7:54:41,2022-05-05 오전 8:12:45,강동구,성내제2동,중구,회현동,2022/05/05 7:52,2022/05/05 8:12,20,7,37.53,127.12,37.55,126.97
1375,3608,중형 승합,2022-05-05 오전 7:54:00,2022-05-05 오전 8:04:25,2022-05-05 오전 8:10:43,강동구,천호제2동,노원구,하계1동,2022/05/05 7:54,2022/05/05 8:10,16,7,37.54,127.12,37.64,127.07
1376,3608,중형 승합,2022-05-05 오전 7:54:00,2022-05-05 오전 8:04:25,2022-05-05 오전 8:10:43,강동구,천호제2동,노원구,하계1동,2022/05/05 7:54,2022/05/05 8:10,16,7,37.54,127.12,37.64,127.07
1377,811,중형승합,2022-05-05 오전 7:55:11,2022-05-05 오전 7:57:44,2022-05-05 오전 8:11:29,중랑구,묵제1동,관악구,은천동,2022/05/05 7:55,2022/05/05 8:11,16,7,37.61,127.08,37.48,126.94
1378,8082,중형 승합,2022-05-05 오전 7:56:00,2022-05-05 오전 8:08:24,2022-05-05 오전 8:35:49,송파구,장지동,송파구,문정1동,2022/05/05 7:56,2022/05/05 8:35,39,7,37.48,127.13,37.48,127.12
1379,8272,중형승합,2022-05-05 오전 7:58:00,2022-05-05 오전 8:08:50,2022-05-05 오전 8:22:11,강서구,방화제2동,강서구,방화제2동,2022/05/05 7:58,2022/05/05 8:22,24,7,37.56,126.8,37.56,126.8
1380,3585,중형 승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:05:45,2022-05-05 오전 8:27:58,금천구,독산제1동,영등포구,여의동,2022/05/05 8:00,2022/05/05 8:27,27,8,37.47,126.9,37.52,126.92
1381,8240,중형승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:07:22,2022-05-05 오전 8:20:34,마포구,아현동,구로구,오류제1동,2022/05/05 8:00,2022/05/05 8:20,20,8,37.55,126.95,37.49,126.84
1382,8169,중형 승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:09:33,2022-05-05 오전 8:30:03,강남구,청담동,송파구,풍납2동,2022/05/05 8:00,2022/05/05 8:30,30,8,37.52,127.04,37.53,127.11
1383,4694,중형 승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:01:54,2022-05-05 오전 8:13:03,구로구,오류제2동,구로구,구로제2동,2022/05/05 8:00,2022/05/05 8:13,13,8,37.49,126.84,37.5,126.87
1384,3612,중형승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:08:01,2022-05-05 오전 8:32:05,강동구,강일동,송파구,잠실2동,2022/05/05 8:00,2022/05/05 8:32,32,8,37.56,127.17,37.51,127.18
1385,6124,중형 승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:01:05,2022-05-05 오전 8:29:52,동작구,상도제4동,용산구,한강로동,2022/05/05 8:00,2022/05/05 8:29,29,8,37.5,126.94,37.52,126.96
1386,5711,중형승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:06:52,2022-05-05 오전 8:39:17,강서구,가양제3동,강서구,등촌제3동,2022/05/05 8:00,2022/05/05 8:39,39,8,37.56,126.86,37.55,126.84
1387,8165,중형승합,2022-05-05 오전 8:00:00,2022-05-05 오전 8:08:16,2022-05-05 오전 9:15:53,용산구,용문동,용산구,이촌제1동,2022/05/05 8:00,2022/05/05 9:15,75,8,37.53,126.95,37.52,126.97
1388,8261,중형승합,2022-05-05 오전 8:00:42,2022-05-05 오전 8:06:28,2022-05-05 오전 8:22:08,노원구,상계3.4동,노원구,상계6.7동,2022/05/05 8:00,2022/05/05 8:22,22,8,37.67,127.08,37.65,127.06
1389,8243,중형승합,2022-05-05 오전 8:01:45,2022-05-05 오전 8:11:07,2022-05-05 오전 8:19:40,은평구,응암제2동,동대문구,장안제1동,2022/05/05 8:01,2022/05/05 8:19,18,8,37.59,126.92,37.56,127.06
1390,6015,중형승용,2022-05-05 오전 8:07:00,2022-05-05 오전 8:09:58,2022-05-05 오전 8:35:01,송파구,풍납2동,은평구,녹번동,2022/05/05 8:07,2022/05/05 8:35,28,8,37.53,127.11,37.6,126.93
1391,8159,중형 승합,2022-05-05 오전 8:12:10,2022-05-05 오전 8:16:42,2022-05-05 오전 8:27:30,중랑구,면목제4동,중랑구,면목본동,2022/05/05 8:12,2022/05/05 8:27,15,8,37.57,127.08,37.59,127.09
