,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon,startplus,endplus,gotowork,gotoschool,gotocharge,end_destination
1032,6400,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:01:19,2022-05-04 오전 7:22:16,7,174,19,320,2022/05/04 7:00,2022/05/04 7:22,22,7,37.56,126.92,37.52,126.92,7569,7569,0,0,0,0.0
1033,8019,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:12:35,2022-05-04 오전 7:38:14,23,261,4,109,2022/05/04 7:00,2022/05/04 7:38,38,7,37.62,127.04,37.53,127.14,7670,7571,0,0,0,0.0
1034,8039,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:14,2022-05-04 오전 7:21:32,6,230,22,9,2022/05/04 7:00,2022/05/04 7:21,21,7,37.6,127.04,37.58,127.0,7670,7570,0,0,0,0.0
1035,1528,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:11,2022-05-04 오전 7:35:25,24,136,19,305,2022/05/04 7:00,2022/05/04 7:35,35,7,37.56,126.85,37.53,126.89,7568,7568,0,0,0,0.0
1036,5711,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:48,2022-05-04 오전 7:37:58,24,165,24,233,2022/05/04 7:00,2022/05/04 7:37,37,7,37.54,126.84,37.55,126.83,7568,7568,0,0,0,0.0
1037,587,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:23,2022-05-04 오전 7:40:00,24,194,2,192,2022/05/04 7:00,2022/05/04 7:40,40,7,37.55,126.84,37.6,126.9,7568,7669,1,0,0,3.0
1038,7647,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:47,2022-05-04 오전 7:21:17,20,233,20,289,2022/05/04 7:00,2022/05/04 7:21,21,7,37.5,126.85,37.5,126.88,7568,7568,0,0,0,0.0
1039,1375,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:15,2022-05-04 오전 7:37:51,0,224,13,2,2022/05/04 7:00,2022/05/04 7:37,37,7,37.54,126.86,37.57,126.93,7568,7569,0,0,0,0.0
1040,7817,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:02:48,2022-05-04 오전 7:18:50,3,142,8,157,2022/05/04 7:00,2022/05/04 7:18,18,7,37.49,126.91,37.47,126.9,7469,7469,0,0,0,0.0
1041,7817,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:29:33,2022-05-04 오전 7:36:27,8,267,19,95,2022/05/04 7:00,2022/05/04 7:36,36,7,37.46,126.9,37.49,126.9,7469,7469,0,0,0,0.0
1042,6771,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:05,2022-05-04 오전 7:27:54,16,186,7,96,2022/05/04 7:00,2022/05/04 7:27,27,7,37.55,127.02,37.58,126.89,7570,7568,0,0,0,0.0
1043,5623,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:12,2022-05-04 오전 7:25:04,15,250,4,109,2022/05/04 7:00,2022/05/04 7:25,25,7,37.65,127.06,37.53,127.14,7670,7571,0,0,0,0.0
1044,8195,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:01:51,2022-05-04 오전 7:16:06,16,29,16,198,2022/05/04 7:00,2022/05/04 7:16,16,7,37.54,127.05,37.55,127.07,7570,7570,0,0,0,0.0
1045,8373,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:58:54,2022-05-04 오전 7:07:45,9,137,22,9,2022/05/04 7:00,2022/05/04 7:07,7,7,37.47,126.92,37.58,127.0,7469,7570,0,0,0,0.0
1046,801,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:25:49,2022-05-04 오전 7:48:50,3,310,3,37,2022/05/04 7:00,2022/05/04 7:48,48,7,37.51,126.94,37.49,126.92,7569,7469,0,0,0,0.0
1047,818,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:22,2022-05-04 오전 7:23:03,19,196,9,147,2022/05/04 7:00,2022/05/04 7:23,23,7,37.5,126.9,37.48,126.94,7569,7469,0,0,0,0.0
1048,7900,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:22:47,2022-05-04 오전 7:41:36,24,136,24,189,2022/05/04 7:00,2022/05/04 7:41,41,7,37.56,126.85,37.55,126.84,7568,7568,0,0,0,0.0
1049,7925,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:01,2022-05-04 오전 7:39:53,22,14,13,22,2022/05/04 7:00,2022/05/04 7:39,39,7,37.6,126.97,37.57,126.93,7669,7569,0,0,0,0.0
1050,4974,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:44,2022-05-04 오전 7:23:05,9,317,17,247,2022/05/04 7:00,2022/05/04 7:23,23,7,37.48,126.95,37.48,127.0,7469,7470,0,0,0,0.0
1051,7895,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:02:05,2022-05-04 오전 7:20:12,21,73,11,47,2022/05/04 7:00,2022/05/04 7:20,20,7,37.46,127.1,37.61,127.09,7471,7670,0,0,1,1.0
1052,7910,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:10:07,2022-05-04 오전 7:35:23,5,192,5,103,2022/05/04 7:00,2022/05/04 7:35,35,7,37.56,127.01,37.56,127.01,7570,7570,0,0,0,0.0
1053,4634,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:10:36,2022-05-04 오전 7:22:54,15,52,1,290,2022/05/04 7:00,2022/05/04 7:22,22,7,37.62,127.07,37.51,127.18,7670,7571,0,0,0,0.0
1054,8285,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:04:42,2022-05-04 오전 7:27:01,3,234,3,165,2022/05/04 7:00,2022/05/04 7:27,27,7,37.5,126.93,37.5,126.96,7569,7569,0,0,0,0.0
1055,5716,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:02:55,2022-05-04 오전 7:22:03,13,87,7,143,2022/05/04 7:00,2022/05/04 7:22,22,7,37.58,126.92,37.55,126.92,7569,7569,0,0,0,0.0
1056,5728,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:02:56,2022-05-04 오전 7:20:00,13,303,18,21,2022/05/04 7:00,2022/05/04 7:20,20,7,37.58,126.93,37.52,126.96,7569,7569,0,0,0,0.0
1057,5739,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:40,2022-05-04 오전 7:41:38,2,33,2,145,2022/05/04 7:00,2022/05/04 7:41,41,7,37.64,126.92,37.6,126.91,7669,7669,1,0,0,3.0
1058,7865,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:05:40,2022-05-04 오전 7:23:01,0,210,13,2,2022/05/04 7:00,2022/05/04 7:23,23,7,37.52,126.87,37.57,126.93,7568,7569,0,0,0,0.0
1059,1506,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:15,2022-05-04 오전 7:37:25,2,33,2,145,2022/05/04 7:00,2022/05/04 7:37,37,7,37.64,126.92,37.6,126.91,7669,7669,1,0,0,3.0
1060,5758,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:10:11,2022-05-04 오전 7:33:15,21,73,22,9,2022/05/04 7:00,2022/05/04 7:33,33,7,37.46,127.1,37.58,127.0,7471,7570,0,0,0,0.0
1061,7646,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:47,2022-05-04 오전 7:34:45,7,39,1,35,2022/05/04 7:00,2022/05/04 7:34,34,7,37.56,126.91,37.49,127.12,7569,7471,0,0,0,0.0
1062,7921,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:26,2022-05-04 오전 7:24:17,16,186,5,187,2022/05/04 7:00,2022/05/04 7:24,24,7,37.55,127.02,37.56,127.01,7570,7570,0,0,0,0.0
1063,6741,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:20,2022-05-04 오전 7:19:18,15,89,19,141,2022/05/04 7:00,2022/05/04 7:19,19,7,37.65,127.08,37.52,126.9,7670,7569,0,0,0,0.0
1064,6750,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:04:32,2022-05-04 오전 7:27:45,23,106,23,79,2022/05/04 7:00,2022/05/04 7:27,27,7,37.63,127.04,37.61,127.02,7670,7670,0,0,0,0.0
1065,6750,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:39:45,2022-05-04 오전 7:50:24,23,114,23,162,2022/05/04 7:00,2022/05/04 7:50,50,7,37.63,127.01,37.62,127.01,7670,7670,0,0,0,0.0
1066,1921,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:37:29,2022-05-04 오전 6:58:11,0,128,4,109,2022/05/04 7:00,2022/05/04 6:58,2,7,37.52,126.85,37.53,127.14,7568,7571,0,0,0,0.0
1067,1565,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:05:39,2022-05-04 오전 7:26:15,15,88,11,106,2022/05/04 7:00,2022/05/04 7:26,26,7,37.62,127.07,37.61,127.07,7670,7670,0,0,1,1.0
1068,7656,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:08,2022-05-04 오전 7:17:59,8,141,8,256,2022/05/04 7:00,2022/05/04 7:17,17,7,37.47,126.9,37.46,126.9,7469,7469,0,0,0,0.0
1069,7854,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:07,2022-05-04 오전 7:14:28,11,49,3,37,2022/05/04 7:00,2022/05/04 7:14,14,7,37.61,127.09,37.49,126.92,7670,7469,0,0,0,0.0
1070,8567,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:03:42,2022-05-04 오전 7:13:15,10,51,10,154,2022/05/04 7:00,2022/05/04 7:13,13,7,37.57,127.08,37.56,127.08,7570,7570,0,0,0,0.0
1071,8068,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:56,2022-05-04 오전 7:39:24,21,73,13,22,2022/05/04 7:00,2022/05/04 7:39,39,7,37.46,127.1,37.57,126.93,7471,7569,0,0,0,0.0
1072,8151,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:38,2022-05-04 오전 7:19:29,16,205,22,9,2022/05/04 7:00,2022/05/04 7:19,19,7,37.55,127.07,37.58,127.0,7570,7570,0,0,0,0.0
1073,3186,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:01:31,2022-05-04 오전 7:25:28,1,2,10,317,2022/05/04 7:00,2022/05/04 7:25,25,7,37.51,127.11,37.56,127.07,7571,7570,0,0,0,0.0
1074,8254,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:16,2022-05-04 오전 7:17:55,7,159,17,123,2022/05/04 7:00,2022/05/04 7:17,17,7,37.55,126.95,37.49,126.99,7569,7469,0,0,0,0.0
1075,1557,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:57,2022-05-04 오전 7:24:55,3,189,3,37,2022/05/04 7:00,2022/05/04 7:24,24,7,37.5,126.94,37.49,126.92,7569,7469,0,0,0,0.0
1076,7891,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:01:42,2022-05-04 오전 7:12:04,11,246,2,192,2022/05/04 7:00,2022/05/04 7:12,12,7,37.6,127.08,37.6,126.9,7670,7669,1,0,0,3.0
1077,8295,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:04:14,2022-05-04 오전 7:24:53,14,164,14,4,2022/05/04 7:00,2022/05/04 7:24,24,7,37.57,127.02,37.59,127.07,7570,7570,0,0,1,1.0
1078,5752,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:10:12,2022-05-04 오전 7:30:25,18,254,2,145,2022/05/04 7:00,2022/05/04 7:30,30,7,37.52,126.97,37.6,126.91,7569,7669,1,0,0,3.0
1079,5793,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:14,2022-05-04 오전 7:38:15,13,323,13,2,2022/05/04 7:00,2022/05/04 7:38,38,7,37.58,126.94,37.57,126.93,7569,7569,0,0,0,0.0
1080,3563,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:38,2022-05-04 오전 7:27:51,24,101,24,169,2022/05/04 7:00,2022/05/04 7:27,27,7,37.55,126.81,37.55,126.85,7568,7568,0,0,0,0.0
1081,3642,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:10:46,2022-05-04 오전 7:32:35,0,172,2,145,2022/05/04 7:00,2022/05/04 7:32,32,7,37.51,126.86,37.6,126.91,7568,7669,1,0,0,3.0
1082,4978,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:53,2022-05-04 오전 7:38:32,23,44,13,2,2022/05/04 7:00,2022/05/04 7:38,38,7,37.64,127.01,37.57,126.93,7670,7569,0,0,0,0.0
1083,7626,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:10:02,2022-05-04 오전 7:34:05,23,106,15,40,2022/05/04 7:00,2022/05/04 7:34,34,7,37.63,127.04,37.63,127.05,7670,7670,0,0,0,0.0
1084,9153,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:10,2022-05-04 오전 7:24:38,24,268,24,293,2022/05/04 7:00,2022/05/04 7:24,24,7,37.56,126.86,37.56,126.8,7568,7568,0,0,0,0.0
1085,9153,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:53:12,2022-05-04 오전 8:17:46,24,104,19,305,2022/05/04 7:00,2022/05/04 8:17,77,7,37.54,126.83,37.53,126.89,7568,7568,0,0,0,0.0
1086,8711,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:05:48,2022-05-04 오전 7:20:12,19,102,13,86,2022/05/04 7:00,2022/05/04 7:20,20,7,37.49,126.9,37.58,126.92,7469,7569,0,0,0,0.0
1087,8579,대형 승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:53:13,2022-05-04 오전 7:16:22,6,158,21,306,2022/05/04 7:00,2022/05/04 7:16,16,7,37.59,127.01,37.5,127.05,7570,7570,0,0,0,0.0
1088,1558,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:34:04,2022-05-04 오전 7:50:52,23,90,6,85,2022/05/04 7:00,2022/05/04 7:50,50,7,37.61,127.01,37.58,127.03,7670,7570,0,0,0,0.0
1089,1558,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:03,2022-05-04 오전 7:20:39,6,125,6,230,2022/05/04 7:00,2022/05/04 7:20,20,7,37.59,127.01,37.6,127.02,7570,7670,0,0,0,0.0
1090,9156,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:04:23,2022-05-04 오전 7:19:53,20,115,20,107,2022/05/04 7:00,2022/05/04 7:19,19,7,37.48,126.89,37.48,126.89,7468,7468,0,0,0,0.0
1091,3205,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:34:33,2022-05-04 오전 7:14:36,23,106,19,141,2022/05/04 7:00,2022/05/04 7:14,14,7,37.63,127.04,37.52,126.9,7670,7569,0,0,0,0.0
1092,3837,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:59:18,2022-05-04 오전 7:09:14,11,244,22,132,2022/05/04 7:00,2022/05/04 7:09,9,7,37.58,127.08,37.57,127.0,7570,7570,0,0,0,0.0
1093,3148,중형 승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:02:19,2022-05-04 오전 7:32:20,14,328,2,192,2022/05/04 7:00,2022/05/04 7:32,32,7,37.57,127.07,37.6,126.9,7570,7669,1,0,0,3.0
1094,3803,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:59,2022-05-04 오전 7:40:56,9,216,21,173,2022/05/04 7:00,2022/05/04 7:40,40,7,37.49,126.96,37.51,127.06,7469,7570,0,0,0,0.0
1095,817,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:05:50,2022-05-04 오전 7:22:20,1,93,21,184,2022/05/04 7:00,2022/05/04 7:22,22,7,37.53,127.12,37.51,127.05,7571,7570,0,0,0,0.0
1096,8043,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:22,2022-05-04 오전 7:35:16,12,173,22,33,2022/05/04 7:00,2022/05/04 7:35,35,7,37.67,127.03,37.57,126.98,7670,7569,0,1,0,2.0
1097,8063,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:36,2022-05-04 오전 7:18:25,15,168,11,283,2022/05/04 7:00,2022/05/04 7:18,18,7,37.65,127.07,37.58,127.1,7670,7571,0,0,0,0.0
1098,3571,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:56,2022-05-04 오전 7:29:06,19,70,5,258,2022/05/04 7:00,2022/05/04 7:29,29,7,37.5,126.91,37.56,126.98,7569,7569,0,0,0,0.0
1099,3208,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:14:03,2022-05-04 오전 6:38:51,1,306,19,305,2022/05/04 7:00,2022/05/04 6:38,22,7,37.51,127.08,37.53,126.89,7570,7568,0,0,0,0.0
1100,8004,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:04:52,2022-05-04 오전 7:37:11,13,303,13,105,2022/05/04 7:00,2022/05/04 7:37,37,7,37.58,126.93,37.57,126.91,7569,7569,0,0,0,0.0
1101,5726,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:15,2022-05-04 오전 7:28:08,23,167,9,311,2022/05/04 7:00,2022/05/04 7:28,28,7,37.61,127.01,37.46,126.95,7670,7469,0,0,0,0.0
1102,8051,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:30,2022-05-04 오전 7:17:39,7,31,14,316,2022/05/04 7:00,2022/05/04 7:17,17,7,37.57,126.9,37.56,127.06,7569,7570,0,0,0,0.0
1103,8176,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:37,2022-05-04 오전 7:19:19,15,84,19,141,2022/05/04 7:00,2022/05/04 7:19,19,7,37.66,127.05,37.52,126.9,7670,7569,0,0,0,0.0
1104,5705,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:02:21,2022-05-04 오전 7:17:22,13,303,7,215,2022/05/04 7:00,2022/05/04 7:17,17,7,37.58,126.93,37.54,126.94,7569,7569,0,0,0,0.0
1105,3673,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:00,2022-05-04 오전 7:37:25,24,249,13,2,2022/05/04 7:00,2022/05/04 7:37,37,7,37.57,126.81,37.57,126.93,7568,7569,0,0,0,0.0
1106,5751,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:03:08,2022-05-04 오전 7:23:41,23,261,11,273,2022/05/04 7:00,2022/05/04 7:23,23,7,37.62,127.04,37.6,127.1,7670,7671,0,0,0,0.0
1107,830,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:05:22,2022-05-04 오전 7:25:22,15,84,23,41,2022/05/04 7:00,2022/05/04 7:25,25,7,37.66,127.05,37.63,127.0,7670,7670,0,0,0,0.0
1108,4972,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:00,2022-05-04 오전 7:16:51,20,281,22,9,2022/05/04 7:00,2022/05/04 7:16,16,7,37.48,126.85,37.58,127.0,7468,7570,0,0,0,0.0
1109,9681,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:39:20,2022-05-04 오전 6:47:38,2,276,17,309,2022/05/04 7:00,2022/05/04 6:47,13,7,37.59,126.92,37.5,127.0,7569,7570,0,0,0,0.0
1110,803,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:03:41,2022-05-04 오전 7:22:45,22,110,7,57,2022/05/04 7:00,2022/05/04 7:22,22,7,37.57,126.95,37.55,126.94,7569,7569,0,0,0,0.0
1111,836,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:04:48,2022-05-04 오전 7:30:58,18,152,23,27,2022/05/04 7:00,2022/05/04 7:30,30,7,37.53,127.0,37.62,127.02,7570,7670,0,0,0,0.0
1112,8075,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:01:57,2022-05-04 오전 7:12:46,19,147,13,22,2022/05/04 7:00,2022/05/04 7:12,12,7,37.52,126.9,37.57,126.93,7569,7569,0,0,0,0.0
1113,3256,중형 승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:29:08,2022-05-04 오전 6:47:26,12,185,17,80,2022/05/04 7:00,2022/05/04 6:47,13,7,37.68,127.04,37.49,127.02,7670,7470,0,0,0,0.0
1114,804,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:51,2022-05-04 오전 7:19:03,15,43,22,33,2022/05/04 7:00,2022/05/04 7:19,19,7,37.63,127.05,37.57,126.98,7670,7569,0,1,0,2.0
1115,8164,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:16,2022-05-04 오전 7:25:46,24,67,22,60,2022/05/04 7:00,2022/05/04 7:25,25,7,37.57,126.84,37.59,126.96,7568,7569,0,0,0,0.0
1116,1572,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:01:21,2022-05-04 오전 7:15:16,21,275,17,55,2022/05/04 7:00,2022/05/04 7:15,15,7,37.485,127.1,37.45,127.05,7471,7470,0,0,0,0.0
1117,7643,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:39,2022-05-04 오전 7:20:28,11,286,2,192,2022/05/04 7:00,2022/05/04 7:20,20,7,37.6,127.1,37.6,126.9,7671,7669,1,0,0,3.0
1118,1406,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:11:30,2022-05-04 오전 7:24:24,19,239,3,37,2022/05/04 7:00,2022/05/04 7:24,24,7,37.49,126.91,37.49,126.92,7469,7469,0,0,0,0.0
1119,7920,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:34,2022-05-04 오전 7:16:28,20,219,20,219,2022/05/04 7:00,2022/05/04 7:16,16,7,37.5,126.85,37.5,126.86,7568,7568,0,0,0,0.0
1120,7931,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:21,2022-05-04 오전 7:21:15,11,246,22,315,2022/05/04 7:00,2022/05/04 7:21,21,7,37.6,127.08,37.57,126.96,7670,7569,0,1,0,2.0
1121,9150,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:40,2022-05-04 오전 7:29:53,16,226,4,109,2022/05/04 7:00,2022/05/04 7:29,29,7,37.56,127.04,37.53,127.14,7570,7571,0,0,0,0.0
1122,9161,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:04:46,2022-05-04 오전 7:24:17,1,16,1,290,2022/05/04 7:00,2022/05/04 7:24,24,7,37.48,127.13,37.51,127.18,7471,7571,0,0,0,0.0
1123,6749,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:14,2022-05-04 오전 7:32:15,21,123,17,139,2022/05/04 7:00,2022/05/04 7:32,32,7,37.51,127.02,37.51,127.0,7570,7570,0,0,0,0.0
1124,3711,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:01:07,2022-05-04 오전 7:11:52,21,275,11,127,2022/05/04 7:00,2022/05/04 7:11,11,7,37.485,127.1,37.61,127.1,7471,7671,0,0,0,0.0
1125,7894,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:57,2022-05-04 오전 7:18:48,15,42,13,2,2022/05/04 7:00,2022/05/04 7:18,18,7,37.64,127.06,37.57,126.93,7670,7569,0,0,0,0.0
1126,7818,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:08:58,2022-05-04 오전 7:34:44,12,211,12,180,2022/05/04 7:00,2022/05/04 7:34,34,7,37.65,127.02,37.68,127.04,7670,7670,0,0,0,0.0
1127,6200,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:39:21,2022-05-04 오전 7:57:23,24,194,22,33,2022/05/04 7:00,2022/05/04 7:57,57,7,37.55,126.84,37.57,126.98,7568,7569,0,1,0,2.0
1128,816,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:50,2022-05-04 오전 7:27:59,15,187,15,182,2022/05/04 7:00,2022/05/04 7:27,27,7,37.62,127.06,37.62,127.05,7670,7670,0,0,0,0.0
1129,6388,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 7:02:15,2022-05-04 오전 7:13:57,3,40,20,308,2022/05/04 7:00,2022/05/04 7:13,13,7,37.5,126.92,37.5,126.87,7569,7568,0,0,0,0.0
1130,9158,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:06:34,2022-05-04 오전 7:35:53,23,90,23,162,2022/05/04 7:00,2022/05/04 7:35,35,7,37.61,127.01,37.62,127.01,7670,7670,0,0,0,0.0
1131,5699,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:03:50,2022-05-04 오전 7:10:50,11,49,11,84,2022/05/04 7:00,2022/05/04 7:10,10,7,37.61,127.09,37.61,127.08,7670,7670,0,0,1,1.0
1132,7658,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:05:06,2022-05-04 오전 7:20:52,9,19,3,183,2022/05/04 7:00,2022/05/04 7:20,20,7,37.48,126.93,37.49,126.97,7469,7469,0,0,0,0.0
1133,6742,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:09:20,2022-05-04 오전 7:18:59,11,86,7,96,2022/05/04 7:00,2022/05/04 7:18,18,7,37.61,127.08,37.58,126.89,7670,7568,0,0,0,0.0
1134,7640,중형승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:51:18,2022-05-04 오전 8:21:58,23,81,12,217,2022/05/04 7:00,2022/05/04 8:21,81,7,37.65,127.0,37.65,127.02,7670,7670,0,0,0,0.0
1135,4734,중형 승합,2022-05-04 오전 7:00:00,2022-05-04 오전 7:07:31,2022-05-04 오전 7:25:55,23,106,6,186,2022/05/04 7:00,2022/05/04 7:25,25,7,37.63,127.04,37.61,127.02,7670,7670,0,0,0,0.0
1136,3127,중형승용,2022-05-04 오전 7:00:00,2022-05-04 오전 6:59:11,2022-05-04 오전 7:07:05,24,67,13,2,2022/05/04 7:00,2022/05/04 7:07,7,7,37.57,126.84,37.57,126.93,7568,7569,0,0,0,0.0
1137,3563,중형 승합,2022-05-04 오전 7:00:46,2022-05-04 오전 7:50:15,2022-05-04 오전 8:03:07,24,268,7,96,2022/05/04 7:00,2022/05/04 8:03,63,7,37.56,126.86,37.58,126.89,7568,7568,0,0,0,0.0
1138,9156,중형 승합,2022-05-04 오전 7:00:49,2022-05-04 오전 7:31:00,2022-05-04 오전 7:47:06,3,40,21,73,2022/05/04 7:00,2022/05/04 7:47,47,7,37.5,126.92,37.48,127.08,7569,7470,0,0,0,0.0
1139,8237,중형승합,2022-05-04 오전 7:00:55,2022-05-04 오전 7:54:56,2022-05-04 오전 8:31:12,1,16,22,33,2022/05/04 7:00,2022/05/04 8:31,91,7,37.48,127.13,37.57,126.98,7471,7569,0,1,0,2.0
1140,1634,중형승용,2022-05-04 오전 7:00:56,2022-05-04 오전 7:16:28,2022-05-04 오전 7:41:05,3,201,24,281,2022/05/04 7:00,2022/05/04 7:41,41,7,37.5,126.95,37.57,126.81,7569,7568,0,0,0,0.0
1141,3640,중형 승합,2022-05-04 오전 7:01:17,2022-05-04 오전 7:22:09,2022-05-04 오전 7:44:36,13,87,2,145,2022/05/04 7:01,2022/05/04 7:44,43,7,37.58,126.92,37.6,126.91,7569,7669,1,0,0,3.0
