,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon,startplus,endplus,gotowork,gotoschool,gotocharge,end_destination
1916,3608,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:06,2022-05-09 오전 7:26:52,1,156,22,9,2022/05/09 7:00,2022/05/09 7:26,26,7,37.5,127.13,37.58,127.0,7571,7570,0,0,0,0.0
1917,9141,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:37,2022-05-09 오전 7:23:43,11,286,2,192,2022/05/09 7:00,2022/05/09 7:23,23,7,37.6,127.1,37.6,126.9,7671,7669,1,0,0,3.0
1918,7937,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:15,2022-05-09 오전 7:12:51,11,86,7,96,2022/05/09 7:00,2022/05/09 7:12,12,7,37.61,127.08,37.58,126.89,7670,7568,0,0,0,0.0
1919,7865,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:05:18,2022-05-09 오전 8:28:36,24,243,0,81,2022/05/09 7:00,2022/05/09 8:28,88,7,37.53,126.84,37.53,126.88,7568,7568,0,0,0,0.0
1920,8051,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:10:07,2022-05-09 오전 8:41:50,24,268,7,96,2022/05/09 7:00,2022/05/09 8:41,101,7,37.56,126.86,37.58,126.89,7568,7568,0,0,0,0.0
1921,8107,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:12,2022-05-09 오전 7:13:25,15,89,19,141,2022/05/09 7:00,2022/05/09 7:13,13,7,37.65,127.08,37.52,126.9,7670,7569,0,0,0,0.0
1922,7657,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:45,2022-05-09 오전 7:28:10,7,39,1,35,2022/05/09 7:00,2022/05/09 7:28,28,7,37.56,126.91,37.49,127.12,7569,7471,0,0,0,0.0
1923,7845,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:51:44,2022-05-09 오전 8:15:06,6,60,13,2,2022/05/09 7:00,2022/05/09 8:15,75,7,37.61,127.03,37.57,126.93,7670,7569,0,0,0,0.0
1924,7905,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:22,2022-05-09 오전 7:23:29,23,167,9,311,2022/05/09 7:00,2022/05/09 7:23,23,7,37.61,127.01,37.46,126.95,7670,7469,0,0,0,0.0
1925,6174,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:05,2022-05-09 오전 7:41:06,9,324,1,203,2022/05/09 7:00,2022/05/09 7:41,41,7,37.47,126.96,37.48,127.12,7469,7471,0,0,0,0.0
1926,4392,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:00:17,2022-05-09 오전 7:31:14,6,68,4,54,2022/05/09 7:00,2022/05/09 7:31,31,7,37.6,126.99,37.53,127.14,7669,7571,0,0,0,0.0
1927,8067,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:56,2022-05-09 오전 7:19:27,15,13,22,33,2022/05/09 7:00,2022/05/09 7:19,19,7,37.68,127.05,37.57,126.98,7670,7569,0,1,0,2.0
1928,8136,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:10:10,2022-05-09 오전 7:38:55,12,173,22,33,2022/05/09 7:00,2022/05/09 7:38,38,7,37.67,127.03,37.57,126.98,7670,7569,0,1,0,2.0
1929,3598,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:34:58,2022-05-09 오전 7:55:26,9,283,13,2,2022/05/09 7:00,2022/05/09 7:55,55,7,37.48,126.94,37.57,126.93,7469,7569,0,0,0,0.0
1930,8202,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:51,2022-05-09 오전 7:51:22,4,202,22,9,2022/05/09 7:00,2022/05/09 7:51,51,7,37.53,127.13,37.58,127.0,7571,7570,0,0,0,0.0
1931,8259,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:49,2022-05-09 오전 7:30:43,1,16,13,2,2022/05/09 7:00,2022/05/09 7:30,30,7,37.48,127.13,37.57,126.93,7471,7569,0,0,0,0.0
1932,7816,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:38:51,2022-05-09 오전 7:53:29,15,52,16,128,2022/05/09 7:00,2022/05/09 7:53,53,7,37.62,127.07,37.57,127.03,7670,7570,0,0,0,0.0
1933,7915,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:03,2022-05-09 오전 7:22:10,15,84,22,140,2022/05/09 7:00,2022/05/09 7:22,22,7,37.66,127.05,37.57,126.96,7670,7569,0,1,0,2.0
1934,3705,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:42:40,2022-05-09 오전 7:58:46,23,90,24,169,2022/05/09 7:00,2022/05/09 7:58,58,7,37.61,127.01,37.55,126.85,7670,7568,0,0,0,0.0
1935,8153,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:59,2022-05-09 오전 7:21:32,15,88,1,203,2022/05/09 7:00,2022/05/09 7:21,21,7,37.62,127.07,37.48,127.12,7670,7471,0,0,0,0.0
1936,4694,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:49,2022-05-09 오전 7:19:34,20,281,22,9,2022/05/09 7:00,2022/05/09 7:19,19,7,37.48,126.85,37.58,127.0,7468,7570,0,0,0,0.0
1937,4202,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:22,2022-05-09 오전 7:28:01,15,266,24,98,2022/05/09 7:00,2022/05/09 7:28,28,7,37.66,127.07,37.55,126.81,7670,7568,0,0,0,0.0
1938,6994,대형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:02:21,2022-05-09 오전 7:22:16,12,122,5,258,2022/05/09 7:00,2022/05/09 7:22,22,7,37.68,127.05,37.56,126.98,7670,7569,0,0,0,0.0
1939,8169,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:34:30,2022-05-09 오전 9:01:12,21,287,21,16,2022/05/09 7:00,2022/05/09 9:01,121,7,37.47,127.04,37.49,127.05,7470,7470,0,0,0,0.0
1940,8070,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:27,2022-05-09 오전 7:18:04,15,84,19,141,2022/05/09 7:00,2022/05/09 7:18,18,7,37.66,127.05,37.52,126.9,7670,7569,0,0,0,0.0
1941,5796,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:54:44,2022-05-09 오전 8:18:39,12,185,14,235,2022/05/09 7:00,2022/05/09 8:18,78,7,37.68,127.04,37.59,127.05,7670,7570,0,0,0,0.0
1942,820,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:36:47,2022-05-09 오전 7:52:39,23,183,17,170,2022/05/09 7:00,2022/05/09 7:52,52,7,37.61,127.03,37.49,127.02,7670,7470,0,0,0,0.0
1943,8271,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:42:33,2022-05-09 오전 7:54:06,15,61,1,290,2022/05/09 7:00,2022/05/09 7:54,54,7,37.65,127.06,37.51,127.18,7670,7571,0,0,0,0.0
1944,9147,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:02,2022-05-09 오전 7:39:11,2,182,4,109,2022/05/09 7:00,2022/05/09 7:39,39,7,37.61,126.92,37.53,127.14,7669,7571,0,0,0,0.0
1945,811,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:59:53,2022-05-09 오전 8:13:26,15,13,4,109,2022/05/09 7:00,2022/05/09 8:13,73,7,37.68,127.05,37.53,127.14,7670,7571,0,0,0,0.0
1946,7801,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:04,2022-05-09 오전 7:23:55,7,31,21,201,2022/05/09 7:00,2022/05/09 7:23,23,7,37.57,126.9,37.49,127.06,7569,7470,0,0,0,0.0
1947,8204,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:03,2022-05-09 오전 7:35:06,24,247,13,2,2022/05/09 7:00,2022/05/09 7:35,35,7,37.55,126.83,37.57,126.93,7568,7569,0,0,0,0.0
1948,3563,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:18,2022-05-09 오전 7:35:19,24,67,0,206,2022/05/09 7:00,2022/05/09 7:35,35,7,37.57,126.84,37.51,126.84,7568,7568,0,0,0,0.0
1949,817,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:32,2022-05-09 오전 7:23:14,4,162,4,109,2022/05/09 7:00,2022/05/09 7:23,23,7,37.55,127.144,37.53,127.14,7571,7571,0,0,0,0.0
1950,3208,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:17:57,2022-05-09 오전 6:35:00,1,306,19,305,2022/05/09 7:00,2022/05/09 6:35,25,7,37.51,127.08,37.53,126.89,7570,7568,0,0,0,0.0
1951,8165,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:25,2022-05-09 오전 7:09:01,7,159,7,156,2022/05/09 7:00,2022/05/09 7:09,9,7,37.55,126.95,37.54,126.95,7569,7569,0,0,0,0.0
1952,2721,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:21,2022-05-09 오전 7:09:36,10,51,10,154,2022/05/09 7:00,2022/05/09 7:09,9,7,37.57,127.08,37.56,127.08,7570,7570,0,0,0,0.0
1953,3710,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:56,2022-05-09 오전 7:14:59,8,141,8,157,2022/05/09 7:00,2022/05/09 7:14,14,7,37.47,126.9,37.47,126.9,7469,7469,0,0,0,0.0
1954,7822,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:01,2022-05-09 오전 7:14:28,11,49,11,84,2022/05/09 7:00,2022/05/09 7:14,14,7,37.61,127.09,37.61,127.08,7670,7670,0,0,1,1.0
1955,1647,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:28,2022-05-09 오전 7:12:25,0,128,0,34,2022/05/09 7:00,2022/05/09 7:12,12,7,37.52,126.85,37.53,126.87,7568,7568,0,0,0,0.0
1956,3602,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:13,2022-05-09 오전 7:17:52,20,219,20,219,2022/05/09 7:00,2022/05/09 7:17,17,7,37.5,126.85,37.5,126.86,7568,7568,0,0,0,0.0
1957,7642,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:36,2022-05-09 오전 7:07:54,11,244,10,77,2022/05/09 7:00,2022/05/09 7:07,7,7,37.58,127.08,37.55,127.09,7570,7570,0,0,0,0.0
1958,9681,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:37:32,2022-05-09 오전 6:43:26,2,276,17,309,2022/05/09 7:00,2022/05/09 6:43,17,7,37.59,126.92,37.5,127.0,7569,7570,0,0,0,0.0
1959,1373,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:22,2022-05-09 오전 7:17:26,15,143,11,84,2022/05/09 7:00,2022/05/09 7:17,17,7,37.62,127.08,37.61,127.08,7670,7670,0,0,1,1.0
1960,3564,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:37,2022-05-09 오전 7:16:43,24,308,24,233,2022/05/09 7:00,2022/05/09 7:16,16,7,37.56,126.8,37.55,126.83,7568,7568,0,0,0,0.0
1961,6781,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:44,2022-05-09 오전 7:20:54,16,186,5,187,2022/05/09 7:00,2022/05/09 7:20,20,7,37.55,127.02,37.56,127.01,7570,7570,0,0,0,0.0
1962,8262,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:05,2022-05-09 오전 7:17:20,22,270,22,132,2022/05/09 7:00,2022/05/09 7:17,17,7,37.57,127.0,37.57,127.0,7570,7570,0,0,0,0.0
1963,7626,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:38:40,2022-05-09 오전 6:59:23,23,261,11,273,2022/05/09 7:00,2022/05/09 6:59,1,7,37.62,127.04,37.6,127.1,7670,7671,0,0,0,0.0
1964,8134,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:24,2022-05-09 오전 7:20:01,7,39,7,143,2022/05/09 7:00,2022/05/09 7:20,20,7,37.56,126.91,37.55,126.92,7569,7569,0,0,0,0.0
1965,3598,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:48,2022-05-09 오전 7:14:51,8,160,20,308,2022/05/09 7:00,2022/05/09 7:14,14,7,37.47,126.9,37.5,126.87,7469,7568,0,0,0,0.0
1966,5586,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:07,2022-05-09 오전 7:18:56,4,251,4,24,2022/05/09 7:00,2022/05/09 7:18,18,7,37.54,127.13,37.55,127.16,7571,7571,0,0,0,0.0
1967,4174,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:29,2022-05-09 오전 7:16:15,15,187,15,182,2022/05/09 7:00,2022/05/09 7:16,16,7,37.62,127.06,37.62,127.05,7670,7670,0,0,0,0.0
1968,8420,대형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:50,2022-05-09 오전 7:14:48,0,35,24,169,2022/05/09 7:00,2022/05/09 7:14,14,7,37.52,126.87,37.55,126.85,7568,7568,0,0,0,0.0
1969,6388,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:26,2022-05-09 오전 7:18:41,3,40,20,308,2022/05/09 7:00,2022/05/09 7:18,18,7,37.5,126.92,37.5,126.87,7569,7568,0,0,0,0.0
1970,1564,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:08,2022-05-09 오전 7:13:59,8,15,19,120,2022/05/09 7:00,2022/05/09 7:13,13,7,37.45,126.9,37.5,126.9,7469,7569,0,0,0,0.0
1971,7816,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:47,2022-05-09 오전 7:19:56,6,125,6,230,2022/05/09 7:00,2022/05/09 7:19,19,7,37.59,127.01,37.6,127.02,7570,7670,0,0,0,0.0
1972,1566,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:51,2022-05-09 오전 7:16:18,14,119,14,280,2022/05/09 7:00,2022/05/09 7:16,16,7,37.57,127.05,37.57,127.06,7570,7570,0,0,0,0.0
1973,820,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:28,2022-05-09 오전 7:20:32,15,143,23,232,2022/05/09 7:00,2022/05/09 7:20,20,7,37.62,127.08,37.63,127.02,7670,7670,0,0,0,0.0
1974,7821,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:09,2022-05-09 오전 7:22:00,0,210,0,206,2022/05/09 7:00,2022/05/09 7:22,22,7,37.52,126.87,37.51,126.84,7568,7568,0,0,0,0.0
1975,5798,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:27,2022-05-09 오전 7:17:36,10,80,4,109,2022/05/09 7:00,2022/05/09 7:17,17,7,37.54,127.09,37.53,127.14,7570,7571,0,0,0,0.0
1976,5699,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:26,2022-05-09 오전 7:22:29,11,246,15,87,2022/05/09 7:00,2022/05/09 7:22,22,7,37.6,127.08,37.62,127.07,7670,7670,0,0,0,0.0
1977,4962,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:36,2022-05-09 오전 7:27:51,15,88,11,106,2022/05/09 7:00,2022/05/09 7:27,27,7,37.62,127.07,37.61,127.07,7670,7670,0,0,1,1.0
1978,8256,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:58,2022-05-09 오전 7:16:07,7,59,5,301,2022/05/09 7:00,2022/05/09 7:16,16,7,37.55,126.94,37.56,126.97,7569,7569,0,0,0,0.0
1979,1372,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:18,2022-05-09 오전 7:19:31,18,291,22,33,2022/05/09 7:00,2022/05/09 7:19,19,7,37.53,126.96,37.57,126.98,7569,7569,0,1,0,2.0
1980,5741,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:05,2022-05-09 오전 7:29:33,20,115,19,95,2022/05/09 7:00,2022/05/09 7:29,29,7,37.48,126.89,37.49,126.9,7468,7469,0,0,0,0.0
1981,3692,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:02:28,2022-05-09 오전 7:23:56,13,1,7,297,2022/05/09 7:00,2022/05/09 7:23,23,7,37.56,126.94,37.55,126.9,7569,7569,0,0,0,0.0
1982,3614,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:29,2022-05-09 오전 7:32:45,24,67,24,63,2022/05/09 7:00,2022/05/09 7:32,32,7,37.57,126.84,37.57,126.83,7568,7568,0,0,0,0.0
1983,6779,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:48,2022-05-09 오전 7:19:27,22,110,7,57,2022/05/09 7:00,2022/05/09 7:19,19,7,37.57,126.95,37.55,126.94,7569,7569,0,0,0,0.0
1984,7524,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:02:38,2022-05-09 오전 7:25:17,13,323,13,2,2022/05/09 7:00,2022/05/09 7:25,25,7,37.58,126.94,37.57,126.93,7569,7569,0,0,0,0.0
1985,3705,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:51,2022-05-09 오전 7:31:16,23,114,23,162,2022/05/09 7:00,2022/05/09 7:31,31,7,37.63,127.01,37.62,127.01,7670,7670,0,0,0,0.0
1986,817,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:32,2022-05-09 오전 7:23:14,4,162,4,109,2022/05/09 7:00,2022/05/09 7:23,23,7,37.55,127.144,37.53,127.14,7571,7571,0,0,0,0.0
1987,8271,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:32,2022-05-09 오전 7:26:44,15,13,15,119,2022/05/09 7:00,2022/05/09 7:26,26,7,37.68,127.05,37.65,127.06,7670,7670,0,0,0,0.0
1988,5721,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:17,2022-05-09 오전 7:33:33,1,179,1,267,2022/05/09 7:00,2022/05/09 7:33,33,7,37.49,127.13,37.49,127.14,7471,7471,0,0,0,0.0
1989,1406,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:55,2022-05-09 오전 7:30:29,20,115,20,107,2022/05/09 7:00,2022/05/09 7:30,30,7,37.48,126.89,37.48,126.89,7468,7468,0,0,0,0.0
1990,8169,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:29,2022-05-09 오전 7:24:26,9,317,17,247,2022/05/09 7:00,2022/05/09 7:24,24,7,37.48,126.95,37.48,127.0,7469,7470,0,0,0,0.0
1991,810,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:51,2022-05-09 오전 7:29:03,4,180,4,24,2022/05/09 7:00,2022/05/09 7:29,29,7,37.55,127.13,37.55,127.16,7571,7571,0,0,0,0.0
1992,5693,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:38,2022-05-09 오전 7:23:51,13,87,7,143,2022/05/09 7:00,2022/05/09 7:23,23,7,37.58,126.92,37.55,126.92,7569,7569,0,0,0,0.0
1993,1384,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:41,2022-05-09 오전 7:23:06,14,274,14,235,2022/05/09 7:00,2022/05/09 7:23,23,7,37.57,127.06,37.59,127.05,7570,7570,0,0,0,0.0
1994,8065,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:40,2022-05-09 오전 7:28:58,10,28,10,25,2022/05/09 7:00,2022/05/09 7:28,28,7,37.54,127.07,37.54,127.07,7570,7570,0,0,0,0.0
1995,1446,대형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:21,2022-05-09 오전 7:18:00,17,259,21,144,2022/05/09 7:00,2022/05/09 7:18,18,7,37.48,127.0,37.48,127.04,7470,7470,0,0,0,0.0
1996,3205,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:34:27,2022-05-09 오전 7:18:42,12,185,23,249,2022/05/09 7:00,2022/05/09 7:18,18,7,37.68,127.04,37.62,127.04,7670,7670,0,0,0,0.0
1997,1653,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:58,2022-05-09 오전 7:23:07,23,106,23,79,2022/05/09 7:00,2022/05/09 7:23,23,7,37.63,127.04,37.61,127.02,7670,7670,0,0,0,0.0
1998,8105,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:03,2022-05-09 오전 7:26:00,21,73,1,267,2022/05/09 7:00,2022/05/09 7:26,26,7,37.46,127.1,37.49,127.14,7471,7471,0,0,0,0.0
1999,3644,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:10:34,2022-05-09 오전 7:35:08,3,142,8,157,2022/05/09 7:00,2022/05/09 7:35,35,7,37.49,126.91,37.47,126.9,7469,7469,0,0,0,0.0
2000,7630,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:11,2022-05-09 오전 7:24:04,15,84,23,41,2022/05/09 7:00,2022/05/09 7:24,24,7,37.66,127.05,37.63,127.0,7670,7670,0,0,0,0.0
2001,3617,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:17,2022-05-09 오전 7:34:00,15,271,15,119,2022/05/09 7:00,2022/05/09 7:34,34,7,37.67,127.08,37.65,127.06,7670,7670,0,0,0,0.0
2002,5796,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:54,2022-05-09 오전 7:40:32,23,81,12,217,2022/05/09 7:00,2022/05/09 7:40,40,7,37.65,127.0,37.65,127.02,7670,7670,0,0,0,0.0
2003,5788,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:58,2022-05-09 오전 7:24:52,21,73,1,35,2022/05/09 7:00,2022/05/09 7:24,24,7,37.46,127.1,37.49,127.12,7471,7471,0,0,0,0.0
2004,4582,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:12:02,2022-05-09 오전 7:34:56,23,106,15,40,2022/05/09 7:00,2022/05/09 7:34,34,7,37.63,127.04,37.63,127.05,7670,7670,0,0,0,0.0
2005,9631,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:38:56,2022-05-09 오전 7:05:48,19,222,13,2,2022/05/09 7:00,2022/05/09 7:05,5,7,37.52,126.88,37.57,126.93,7568,7569,0,0,0,0.0
2006,8044,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:49,2022-05-09 오전 7:22:28,15,42,11,127,2022/05/09 7:00,2022/05/09 7:22,22,7,37.64,127.06,37.61,127.1,7670,7671,0,0,0,0.0
2007,2885,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:53,2022-05-09 오전 7:31:06,24,136,24,233,2022/05/09 7:00,2022/05/09 7:31,31,7,37.56,126.85,37.55,126.83,7568,7568,0,0,0,0.0
2008,8050,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:18,2022-05-09 오전 7:25:09,6,190,23,232,2022/05/09 7:00,2022/05/09 7:25,25,7,37.61,127.02,37.63,127.02,7670,7670,0,0,0,0.0
2009,8012,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:32,2022-05-09 오전 7:30:39,21,144,1,299,2022/05/09 7:00,2022/05/09 7:30,30,7,37.52,127.03,37.53,127.11,7570,7571,0,0,0,0.0
2010,3657,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:07,2022-05-09 오전 7:31:44,22,325,5,103,2022/05/09 7:00,2022/05/09 7:31,31,7,37.57,127.01,37.56,127.01,7570,7570,0,0,0,0.0
2011,5176,대형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:24,2022-05-09 오전 7:32:24,13,24,2,192,2022/05/09 7:00,2022/05/09 7:32,32,7,37.57,126.93,37.6,126.9,7569,7669,1,0,0,3.0
2012,8141,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:24,2022-05-09 오전 7:16:51,7,159,17,123,2022/05/09 7:00,2022/05/09 7:16,16,7,37.55,126.95,37.49,126.99,7569,7469,0,0,0,0.0
2013,9144,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:28,2022-05-09 오전 7:21:56,1,2,10,317,2022/05/09 7:00,2022/05/09 7:21,21,7,37.51,127.11,37.56,127.07,7571,7570,0,0,0,0.0
2014,5755,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:24,2022-05-09 오전 7:40:46,14,164,14,4,2022/05/09 7:00,2022/05/09 7:40,40,7,37.57,127.02,37.59,127.07,7570,7570,0,0,1,1.0
2015,7919,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:32,2022-05-09 오전 7:28:52,15,61,12,278,2022/05/09 7:00,2022/05/09 7:28,28,7,37.65,127.06,37.65,127.04,7670,7670,0,0,0,0.0
2016,7902,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:28,2022-05-09 오전 7:33:59,19,239,9,126,2022/05/09 7:00,2022/05/09 7:33,33,7,37.49,126.91,37.48,126.93,7469,7469,0,0,0,0.0
2017,9160,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:53,2022-05-09 오전 7:15:08,13,87,7,297,2022/05/09 7:00,2022/05/09 7:15,15,7,37.58,126.92,37.55,126.9,7569,7569,0,0,0,0.0
2018,7957,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:41,2022-05-09 오전 7:27:47,7,174,19,320,2022/05/09 7:00,2022/05/09 7:27,27,7,37.56,126.92,37.52,126.92,7569,7569,0,0,0,0.0
2019,3627,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:33,2022-05-09 오전 7:29:40,3,234,3,165,2022/05/09 7:00,2022/05/09 7:29,29,7,37.5,126.93,37.5,126.96,7569,7569,0,0,0,0.0
2020,1634,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:40:31,2022-05-09 오전 7:05:34,9,134,0,36,2022/05/09 7:00,2022/05/09 7:05,5,7,37.48,126.93,37.53,126.83,7469,7568,0,0,0,0.0
2021,8010,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:31,2022-05-09 오전 7:27:28,22,14,13,22,2022/05/09 7:00,2022/05/09 7:27,27,7,37.6,126.97,37.57,126.93,7669,7569,0,0,0,0.0
2022,4194,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:26,2022-05-09 오전 7:21:12,3,201,7,218,2022/05/09 7:00,2022/05/09 7:21,21,7,37.5,126.95,37.55,126.95,7569,7569,0,0,0,0.0
2023,6773,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:56,2022-05-09 오전 7:22:30,13,284,2,145,2022/05/09 7:00,2022/05/09 7:22,22,7,37.56,126.95,37.6,126.91,7569,7669,1,0,0,3.0
2024,3612,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:10:18,2022-05-09 오전 7:28:12,11,54,14,313,2022/05/09 7:00,2022/05/09 7:28,28,7,37.6,127.08,37.57,127.07,7670,7570,0,0,0,0.0
2025,8260,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:40,2022-05-09 오전 7:29:28,21,144,5,110,2022/05/09 7:00,2022/05/09 7:29,29,7,37.52,127.03,37.55,126.99,7570,7569,0,0,0,0.0
